Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	positive	negative	neutral	sentiment_score	label	Trades/sec	Trigger	Exchange	DailyHigh($)	DailyHigh(%)	FinBERTCompletedAt	body_sentiment	BodyCompletedAt	body_duration_ms
GEMI	"[""GEMI""]"	nGNX7cmcBG	2026-05-06 17:34:45	"GEMI Lawsuit Alleges IPO Documents Concealed Impending ""Corporate Pivot"" and Executive Turmoil - Gemini Space Station Investors Face Losses – Hagens Berman"	Globe Newswire	38.2	2026-05-06 17:34:45	0.1438	0.5089	0.3474	-0.3651	negative	NO:sentiment_score	NASDAQ	5.05	5.21				
DRVN	"[""DRVN""]"	nGNX8tCCgd	2026-05-06 17:35:53	DRIVEN BRANDS DEADLINE FRIDAY: Bragar Eagel & Squire, P.C. Urges Driven Brands Holdings Inc. Investors with Large Losses to Contact the Firm Before May 8th	Globe Newswire	58.87	2026-05-06 17:35:53	0.0742	0.0482	0.8776	0.026	neutral	NO:sentiment_score	NASDAQ	14.07	1.22				
BZFD	"[""BZFD""]"	nBw3jP7wBa	2026-05-06 17:41:00	BuzzFeed, Inc. First Quarter 2026 Financial Results Release Rescheduled to Monday, May 11, 2026	Business Wire	23.54	2026-05-06 17:41:00	0.0488	0.0938	0.8573	-0.045	neutral	NO:sentiment_score	NASDAQ	0.87	0.0				
BTO	"[""BTO""]"	nGNX2f2n2Z	2026-05-06 17:44:52	B2Gold Reports Q1 2026 Results	Globe Newswire	19.81	2026-05-06 17:44:52	0.1036	0.0648	0.8316	0.0388	neutral	NO:sentiment_score	TSX						
MAGN	"[""MAGN""]"	nGNXbnq3jj	2026-05-06 17:53:35	Magnera Reports Second Quarter Results	Globe Newswire	35.5	2026-05-06 17:53:35	0.1636	0.1042	0.7321	0.0594	positive	YES	NYSE	11.85	17.09				
VITL	"[""VITL""]"	nGNX7gnZ1Y	2026-05-06 17:57:53	VITAL FARMS LAWSUIT ALERT: Bragar Eagel & Squire, P.C. Reminds Investors that a Class Action Lawsuit Has Been Filed Against Vital Farms, Inc. and Encourages Investors to Contact the Firm	Globe Newswire	36.68	2026-05-06 17:57:53	0.5668	0.0858	0.3474	0.481	positive	YES	NASDAQ	13.43	4.92				
INSE	"[""INSE"", ""FLTRF""]"	nGNX3lw89C	2026-05-06 18:00:00	Inspired Entertainment Extends Long-Term Agreement with Paddy Power for Gaming Terminals and Content	Globe Newswire	24.96	2026-05-06 18:00:00	0.83	0.0116	0.1584	0.8184	positive	YES	NASDAQ	7.38	4.24				
FLTRF	"[""INSE"", ""FLTRF""]"	nGNX3lw89C	2026-05-06 18:00:00	Inspired Entertainment Extends Long-Term Agreement with Paddy Power for Gaming Terminals and Content	Globe Newswire		2026-05-06 18:00:00	0.83	0.0116	0.1584	0.8184	positive	NO:Float	NASDAQ						
INM	"[""INM""]"	nNFC3NLsJK	2026-05-06 18:00:23	InMed Reports Third Quarter Fiscal 2026 Financial Results and Provides Business Update	Newsfile Corp	3.31	2026-05-06 18:00:23	0.0631	0.0436	0.8933	0.0195	neutral	NO:sentiment_score	NASDAQ	0.76	7.04				
TXG	"[""TXG""]"	nNFC5vT5wY	2026-05-06 18:00:25	Torex Gold Reports Q1 2026 Results	Newsfile Corp	112.8	2026-05-06 18:00:25	0.1163	0.0811	0.8027	0.0352	neutral	NO:sentiment_score	TSX						
TKO	"[""TKO""]"	nGNX6ZWkL2	2026-05-06 18:07:28	Taseko Announces Continued Strong Operational and Financial Results in the First Quarter 2026	Globe Newswire	64.51	2026-05-06 18:07:28	0.9106	0.0193	0.0701	0.8913	positive	YES	TSX						
ATEC	"[""ATEC""]"	nPn4qqNjja	2026-05-06 18:09:00	Shareholder Alert: Ademi LLP Investigates Claims of Securities Fraud against Alphatec Holdings, Inc.	PR Newswire	114.38	2026-05-06 18:09:00	0.1377	0.1999	0.6624	-0.0623	negative	NO:sentiment_score	NASDAQ	8.8	7.98				
III	"[""III""]"	nGNX8v06MZ	2026-05-06 18:10:17	Imperial Reports First Quarter 2026 Financial Results	Globe Newswire	33.28	2026-05-06 18:10:17	0.1179	0.1088	0.7733	0.0091	neutral	NO:sentiment_score	TSX						
ELWT	"[""ELWT""]"	nNFCLJbb7	2026-05-06 18:28:52	ROSEN, A LEADING LAW FIRM, Encourages Elauwit Connection, Inc. Investors to Inquire About Securities Class Action Investigation - ELWT	Newsfile Corp	2.24	2026-05-06 18:28:52	0.1253	0.0404	0.8344	0.0849	positive	YES	NASDAQ	8.06	5.64				
GOSS	"[""GOSS""]"	nNFC8Q06PR	2026-05-06 18:39:16	ROSEN, GLOBAL INVESTOR COUNSEL, Encourages Gossamer Bio, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action - GOSS	Newsfile Corp	204.1	2026-05-06 18:39:16	0.1864	0.0452	0.7684	0.1412	positive	YES	NASDAQ	0.36	5.88				
DRVN	"[""DRVN""]"	nACS61zl4a	2026-05-06 18:43:00	DRVN DEADLINE FRIDAY: ROSEN, TRUSTED INVESTOR COUNSEL, Encourages Driven Brands Holdings Inc. Investors With Losses in Excess of $100K to Secure Counsel Before Important May 8 Deadline in Securities Class Action - DRVN	ACCESSWIRE	58.87	2026-05-06 18:43:00	0.2893	0.1308	0.5799	0.1585	positive	YES	NASDAQ	14.07	1.22				
MI	"[""MI""]"	nGNX24N1Sf	2026-05-06 18:45:59	NFT LTD. ANNOUNCES 1 FOR 80 REVERSE SHARE SPLIT	Globe Newswire	15.04	2026-05-06 18:45:59	0.097	0.026	0.877	0.0711	positive	YES	NYSE American	19.99	4.11				
TOMZ	"[""TOMZ""]"	nGNX3MP5cb	2026-05-06 18:50:09	TOMI Environmental Solutions, Inc. to Hold Conference Call to Discuss First Quarter 2026 Financial Results on May 8, 2026	Globe Newswire	11.66	2026-05-06 18:50:09	0.0849	0.0282	0.8869	0.0567	positive	YES	NASDAQ	0.7	2.94				
ADMA	"[""ADMA""]"	nGNX45dPyh	2026-05-06 18:57:05	BREAKING: ADMA Biologics Shares Fall Over 24%; Investors Encouraged to Contact Block & Leviton to Possibly Recover Losses	Globe Newswire	224.61	2026-05-06 18:57:05	0.0154	0.9572	0.0274	-0.9418	negative	NO:sentiment_score	NASDAQ	10.57	2.32				
ALDX	"[""ALDX""]"	nACS1ZsPta	2026-05-06 19:00:00	ROSEN, LEADING INVESTOR COUNSEL, Encourages Aldeyra Therapeutics, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action First Filed by the Firm - ALDX	ACCESSWIRE	55.6	2026-05-06 19:00:01	0.3995	0.0755	0.525	0.3239	positive	YES	NASDAQ	1.86	8.14				
NTR	"[""NTR""]"	nBw4lFG7ya	2026-05-06 19:08:00	Nutrien Announces Results of 2026 Annual Meeting	Business Wire	480.82	2026-05-06 19:08:00	0.1377	0.0408	0.8216	0.0969	positive	NO:Float	TSX						
NUAI	"[""NUAI""]"	nACSwWl1sa	2026-05-06 19:15:00	ROSEN, A LEADING INVESTOR RIGHTS LAW FIRM, Encourages New Era Energy & Digital, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action - NUAI	ACCESSWIRE	73.85	2026-05-06 19:15:00	0.2243	0.0505	0.7252	0.1738	positive	YES	NASDAQ	5.08	23.6				
SES	"[""SES""]"	nACSdY8Sha	2026-05-06 19:35:00	ROSEN, TRUSTED INVESTOR COUNSEL, Encourages SES AI Corporation Investors to Secure Counsel Before Important Deadline in Securities Class Action First Filed by the Firm - SES	ACCESSWIRE	236.25	2026-05-06 19:35:00	0.1964	0.0391	0.7645	0.1573	positive	YES	NYSE	0.99	1.02				
VITL	"[""VITL""]"	nACSgndSTa	2026-05-06 19:50:00	ROSEN, A RANKED AND LEADING LAW FIRM, Encourages Vital Farms, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action First Filed by The Firm - VITL	ACCESSWIRE	36.68	2026-05-06 19:50:00	0.5403	0.0489	0.4108	0.4915	positive	YES	NASDAQ	13.43	4.92				
TTGT	"[""TTGT""]"	nBw6ZvMrra	2026-05-06 20:00:00	Omdia: Global Tablet Market Sees Marginal Growth at 0.1% in Q1 2026 as Demand Outlook Weakens	Business Wire	29.15	2026-05-06 20:00:00	0.1624	0.7418	0.0957	-0.5794	negative	NO:sentiment_score	NASDAQ	6.7	12.61				
CWH	"[""CWH""]"	nACSFjLqma	2026-05-06 20:00:00	Pomerantz LLP Notifies Shareholders of Class Action Filing Against Camping World Holdings, Inc.  – CWH	ACCESSWIRE	58.96	2026-05-06 20:00:00	0.0937	0.1983	0.708	-0.1045	negative	NO:sentiment_score	NYSE	8.03	2.55				
BW	"[""BW""]"	nACSc0DGta	2026-05-06 20:00:00	Pomerantz LLP Pursues Class Action Litigation Against Babcock & Wilcox Enterprises, Inc.  – BW	ACCESSWIRE	130.21	2026-05-06 20:00:01	0.1516	0.1733	0.6751	-0.0217	neutral	NO:sentiment_score	NYSE	16.0	1.98				
DRVN	"[""DRVN""]"	nACSthnX3a	2026-05-06 20:00:01	Pomerantz LLP Notifies Investors of Class Action Lawsuit Against Driven Brands Holdings Inc. – DRVN	ACCESSWIRE	58.87	2026-05-06 20:00:01	0.0779	0.1104	0.8117	-0.0325	neutral	NO:sentiment_score	NASDAQ	13.85	3.75				
GO	"[""GO""]"	nACSdfGN8a	2026-05-06 20:00:01	Class Action Lawsuit Reminder from Pomerantz LLP for Investors of Grocery Outlet Holding Corp.  – GO	ACCESSWIRE	90.72	2026-05-06 20:00:01	0.1628	0.108	0.7292	0.0548	positive	YES	NASDAQ	8.25	4.56				
FCHL	"[""FCHL""]"	nACSVfB6sa	2026-05-06 20:00:01	Pomerantz LLP Informs Investors of Class Action Against Fitness Champs Holdings Ltd.  – FCHL	ACCESSWIRE	0.35	2026-05-06 20:00:01	0.1833	0.1682	0.6485	0.015	neutral	NO:sentiment_score	NASDAQ	2.8	3.7				
VITL	"[""VITL""]"	nACS39Hf5a	2026-05-06 20:00:01	Pomerantz LLP Issues Important Reminder to Investors in Vital Farms, Inc.  of Class Action Filing – VITL	ACCESSWIRE	36.68	2026-05-06 20:00:01	0.2542	0.065	0.6808	0.1891	positive	YES	NASDAQ	12.6	2.86				
SES	"[""SES""]"	nACSj04cxa	2026-05-06 20:00:01	Pomerantz LLP Advises Shareholders of Class Action Against SES AI Corporation  – SES	ACCESSWIRE	236.25	2026-05-06 20:00:01	0.1859	0.1971	0.6171	-0.0112	neutral	NO:sentiment_score	NYSE	0.99	2.06				
NUAI	"[""NUAI""]"	nACS7zXdha	2026-05-06 20:00:01	Pomerantz LLP Issues Important Reminder to Shareholders in New Era Energy & Digital, Inc.  of Class Action Lawsuit – NUAI	ACCESSWIRE	73.85	2026-05-06 20:00:01	0.3822	0.0792	0.5387	0.303	positive	YES	NASDAQ	5.31	10.4				
6B6	"[""MNDY"", ""6B6""]"	nACSv3fdqa	2026-05-06 20:00:01	Class Action Reminder from Pomerantz LLP for Shareholders of monday.com Ltd.  – MNDY	ACCESSWIRE		2026-05-06 20:00:01	0.1618	0.1053	0.7329	0.0565	positive	NO:Float	NYSE						
MNDY	"[""MNDY"", ""6B6""]"	nACSv3fdqa	2026-05-06 20:00:01	Class Action Reminder from Pomerantz LLP for Shareholders of monday.com Ltd.  – MNDY	ACCESSWIRE	41.34	2026-05-06 20:00:01	0.1618	0.1053	0.7329	0.0565	positive	YES	NYSE	77.81	5.15				
ATRA	"[""ATRA""]"	nACSFKxKHa	2026-05-06 20:00:01	Class Action Initiated by Pomerantz LLP Concerning Atara Biotherapeutics, Inc.  – ATRA	ACCESSWIRE	4.86	2026-05-06 20:00:01	0.1507	0.1283	0.721	0.0223	neutral	NO:sentiment_score	NASDAQ	12.45	141.75				
POET	"[""POET""]"	nACSz8Xgya	2026-05-06 20:00:02	Pomerantz LLP Alerts Shareholders to Investor Suit Against POET Technologies Inc.  – POET	ACCESSWIRE	90.52	2026-05-06 20:00:02	0.1377	0.1634	0.6989	-0.0256	neutral	NO:sentiment_score	NASDAQ	10.3	6.51				
UHG	"[""UHG""]"	nACS1psyna	2026-05-06 20:00:02	Pomerantz LLP Highlights Legal Filing Against United Homes Group, Inc.  – UHG	ACCESSWIRE	11.21	2026-05-06 20:00:02	0.1574	0.2286	0.614	-0.0712	negative	NO:sentiment_score	NASDAQ						
GEMI	"[""GEMI""]"	nACSsmYmwa	2026-05-06 20:00:03	Class Action Initiated by Pomerantz LLP Against Gemini Space Station, Inc.  – GEMI	ACCESSWIRE	38.2	2026-05-06 20:00:03	0.117	0.1264	0.7566	-0.0093	neutral	NO:sentiment_score	NASDAQ	5.08	0.79				
GOSS	"[""GOSS""]"	nACS0mKPZa	2026-05-06 20:00:03	Pomerantz LLP Issues Alert Regarding Shareholder Class Action Involving Gossamer Bio, Inc.  – GOSS	ACCESSWIRE	204.1	2026-05-06 20:00:03	0.11	0.2477	0.6423	-0.1378	negative	NO:sentiment_score	NASDAQ	0.36	2.86				
ALDX	"[""ALDX""]"	nACShgvFpa	2026-05-06 20:00:03	Pomerantz LLP Issues Important Reminder to Investors in Aldeyra Therapeutics, Inc.  of Class Action – ALDX	ACCESSWIRE	55.6	2026-05-06 20:00:03	0.3506	0.0422	0.6072	0.3084	positive	YES	NASDAQ	1.79	4.07				
VERI	"[""VERI""]"	nACSsG82Ga	2026-05-06 20:00:04	VERI INVESTOR ALERT: Kirby McInerney LLP Investigates Potential Claims Involving Veritone, Inc. 	ACCESSWIRE	81.54	2026-05-06 20:00:04	0.1589	0.104	0.7371	0.0549	positive	YES	NASDAQ	2.18	1.87				
AIXI	"[""AIXI""]"	nPn46WM4Sa	2026-05-06 20:09:21	Xiao-I Corporation Announces ADS Ratio Change with Marketplace Effective Date on May 11, 2026	PR Newswire	28.6666	2026-05-06 20:09:21	0.0473	0.034	0.9187	0.0133	neutral	NO:sentiment_score	NASDAQ	15.4	2.39				
SKYH	"[""SKYH""]"	nBw9gCHtla	2026-05-06 20:15:00	Sky Harbour to Report Its First Quarter 2026 Financial Results and Host Webcast Investor Call on May 14th, 2026	Business Wire	21.09	2026-05-06 20:15:00	0.0791	0.0201	0.9008	0.059	positive	YES	NYSE	10.25	0.69				
DNOW	"[""DNOW""]"	nACS0xZ5ga	2026-05-06 20:15:00	ROSEN, SKILLED INVESTOR COUNSEL, Encourages DNOW Inc. Investors to Inquire About Securities Class Action Investigation - DNOW	ACCESSWIRE	182.93	2026-05-06 20:15:00	0.184	0.0324	0.7836	0.1516	positive	YES	NYSE	13.48	-2.11				
MTLS	"[""MTLS""]"	nBw4j6cqza	2026-05-07 01:00:00	Materialise Reports First Quarter 2026 Results	Business Wire	59.07	0.0875	0.0733	0.8392	0.0142	neutral		NO:sentiment_score				2026-05-07 01:00:00			
PHAR	"[""PHAR""]"	nGNE9cQLfP	2026-05-07 01:00:00	REG-Pharming Group reports first quarter 2026 financial results; on track for Joenja® U.S. pediatric label expansion and launches in Japan and Europe in 2026	Globe Newswire	690.7833	0.779	0.026	0.195	0.753	positive		NO:Float	Euronext Amsterdam			2026-05-07 01:00:00			
ATRA	"[""ATRA""]"	nPn5CLVtWa	2026-05-07 01:08:00	ATRA Investors Have Opportunity to Lead Atara Biotherapeutics, Inc. Securities Fraud Lawsuit	PR Newswire	4.86	0.1205	0.1161	0.7634	0.0044	neutral		NO:sentiment_score	NASDAQ	12.45	141.75	2026-05-07 01:08:00			
AUST	"[""AUST""]"	nNFC9n0jPC	2026-05-07 01:10:50	Austin Gold Announces Results of 2026 Annual General Meeting	Newsfile Corp	7.27	0.1879	0.0608	0.7512	0.1271	positive		YES	NYSE American	1.44	6.67	2026-05-07 01:10:50			
CMBT	"[""CMBT""]"	nGNEJ6xG7	2026-05-07 01:58:05	REG-CMB.TECH announces Q1 2026 results on 19/05/2026	Globe Newswire	85.61	0.1077	0.0391	0.8533	0.0686	positive		YES				2026-05-07 01:58:05			
IHG	"[""IHG""]"	nACSNcXYXa	2026-05-07 02:00:00	InterContinental Hotels Group PLC Announces Transaction in Own Shares - May 07	ACCESSWIRE	149.25	0.054	0.0238	0.9222	0.0301	neutral		NO:sentiment_score	LSE			2026-05-07 02:00:00			
SHEL	"[""SHEL""]"	nGNEwShQK	2026-05-07 02:00:01	REG-Shell Plc 1st Quarter 2026 Unaudited Results 	Globe Newswire	2800.0	0.0473	0.0949	0.8578	-0.0476	neutral		NO:sentiment_score,Float	LSE			2026-05-07 02:00:01			
ALL	"[""ALL""]"	nPre4nCxWa	2026-05-07 02:00:01	Aristocrat Interactive Extends 13-year Relationship with Portugal's SCML through new iLottery deal	PR Newswire	256.92	0.7929	0.0084	0.1986	0.7845	positive		YES	ASX			2026-05-07 02:00:01			
TAL	"[""TAL""]"	nNFC6TRfLr	2026-05-07 02:00:21	PetroTal Announces Q1 2026 Financial and Operating Results	Newsfile Corp	457.31	0.2922	0.0883	0.6194	0.2039	positive		NO:Float	TSX			2026-05-07 02:00:21			
HRI	"[""HRI""]"	nBw9fMPVDa	2026-05-07 02:10:00	Saba Capital Secures Major Liquidity Win for Herald Investment Trust Shareholders, Marking Sixth Successful Outcome of Seven Original UK Campaigns	Business Wire	32.66	0.8319	0.0556	0.1125	0.7762	positive		YES	LSE			2026-05-07 02:10:00			
YSG	"[""YSG""]"	nPn8BX8bla	2026-05-07 03:00:00	Yatsen's $100 Million R&D Investment Wins Consumer Trust and Market Share	PR Newswire	61.06	0.8677	0.0277	0.1046	0.84	positive		YES	NYSE	2.98	3.47	2026-05-07 03:00:00			
YSG	"[""YSG""]"	nPre4Bhbma	2026-05-07 03:19:55	Yatsen's $100 Million R&D Investment Wins Consumer Trust and Market Share	PR Newswire	61.06	0.8677	0.0277	0.1046	0.84	positive		YES	NYSE	2.98	3.47	2026-05-07 03:19:55			
TECH	"[""TECH""]"	nWkr8v8Ksc	2026-05-07 03:59:31	Techstep - Notice of Annual General Meeting	Cision	155.89	0.0577	0.04	0.9023	0.0178	neutral		NO:sentiment_score	Oslo Børs			2026-05-07 03:59:31			
TOMZ	"[""TOMZ""]"	nGNX2JyHFN	2026-05-07 04:00:00	TOMI Environmental Solutions (Nasdaq: TOMZ) Clarifies Previously Announced $120M Preferred Stock LOI to Merge with Carbonium Core, Entering U.S. Nuclear-Grade Graphite Market for Advanced Reactors Within a $13–15B Global Graphite Industry	Globe Newswire	11.66	0.5816	0.0139	0.4045	0.5677	positive		YES	NASDAQ	0.73	15.87	2026-05-07 04:00:00			
BULL	"[""BULL""]"	nPNA3gwZva	2026-05-07 04:25:30	"Webull HK Announces ""True Zero Fees"" as Standard Pricing, Becoming Hong Kong's First True $0 Commission & $0 Platform Fees Broker"	PR Newswire	280.54	0.1611	0.0158	0.823	0.1453	positive		YES	NASDAQ	7.34	0.27	2026-05-07 04:25:30			
DAO	"[""DAO""]"	nPn3vLt68a	2026-05-07 04:30:00	Youdao to Report First Quarter 2026 Financial Results on May 21	PR Newswire	27.8	0.1156	0.043	0.8414	0.0727	positive		YES	NYSE	12.5	7.76	2026-05-07 04:30:00			
HIMX	"[""HIMX""]"	nGNXbXd11F	2026-05-07 05:00:00	Himax Technologies, Inc. Declares Cash Dividend for FY2025	Globe Newswire	170.5	0.116	0.118	0.7661	-0.002	neutral		NO:sentiment_score	NASDAQ	17.95	45.93	2026-05-07 05:00:00			
GENK	"[""GENK""]"	nGNXMSnj9	2026-05-07 05:00:00	GEN Korean BBQ Launches Costco Roadshow Series, Marking Next Phase of Retail Expansion	Globe Newswire	4.69	0.1995	0.0195	0.7811	0.18	positive		YES	NASDAQ	2.56	12.78	2026-05-07 05:00:00			
ACDC	"[""ACDC""]"	nBw508MYTa	2026-05-07 05:15:00	ProFrac Holding Corp. Reports First Quarter 2026 Results	Business Wire	29.14	0.063	0.0388	0.8981	0.0242	neutral		NO:sentiment_score	NASDAQ	7.05	-1.67	2026-05-07 05:15:00			
MFI	"[""MFI""]"	nPn4Z1G3Ra	2026-05-07 05:59:00	Maple Leaf Foods Reports First Quarter 2026 Financial Results	PR Newswire	46.08	0.1207	0.105	0.7743	0.0158	neutral		NO:sentiment_score	TSX			2026-05-07 05:59:00			
RMTI	"[""RMTI""]"	nBw2gJCXba	2026-05-07 06:00:00	Rockwell Medical Announces First Quarter 2026 Results and Additional 2026 Guidance with Focus on Profitability	Business Wire	34.15	0.1592	0.0262	0.8146	0.1331	positive		YES	NASDAQ	0.85	3.66	2026-05-07 06:00:00			
BEEM	"[""BEEM""]"	nGNX1dtkhd	2026-05-07 06:00:00	Beam Global Products Featured at Make it in the Emirates 2026 in Abu Dhabi, UAE	Globe Newswire	19.26	0.1578	0.0232	0.819	0.1346	positive		YES	NASDAQ	1.94	3.74	2026-05-07 06:00:00			
ACRE	"[""ACRE""]"	nBw61JBjba	2026-05-07 06:00:01	Ares Commercial Real Estate Corporation Reports First Quarter 2026 Results	Business Wire	51.96	0.0478	0.0452	0.9069	0.0026	neutral		NO:sentiment_score	NYSE	5.24	0.38	2026-05-07 06:00:01			
TE	"[""TE""]"	nGNXc0VnhR	2026-05-07 06:00:01	T1 Energy Announces First Quarter 2026 Earnings Release and Conference Call Schedule	Globe Newswire	202.05	0.0482	0.0486	0.9032	-0.0004	neutral		NO:sentiment_score	NYSE	5.32	0.38	2026-05-07 06:00:01			
PAX	"[""PAX""]"	nGNX9g5P2P	2026-05-07 06:00:01	Patria Reports First Quarter 2026 Earnings Results	Globe Newswire	57.48	0.0986	0.0505	0.8509	0.0481	neutral		NO:sentiment_score	NASDAQ	13.1	1.87	2026-05-07 06:00:01			
GYRE	"[""GYRE""]"	nGNX4sH2k6	2026-05-07 06:00:01	Gyre Therapeutics Reports First Quarter 2026 Results and Provides Business Update	Globe Newswire	12.94	0.0661	0.0299	0.904	0.0362	neutral		NO:sentiment_score	NASDAQ	8.05	0.12	2026-05-07 06:00:01			
XXII	"[""XXII""]"	nGNXbrvJMr	2026-05-07 06:00:03	22nd Century Group Reports First Quarter 2026 Financial Results	Globe Newswire	0.7	0.1176	0.115	0.7675	0.0026	neutral		NO:sentiment_score	NASDAQ	0.91	12.35	2026-05-07 06:00:03			
GTN	"[""GTN""]"	nGNX7VTMjZ	2026-05-07 06:00:03	Gray Media Announces First Quarter Financial Results	Globe Newswire	86.27	0.1513	0.1555	0.6932	-0.0042	neutral		NO:sentiment_score	NYSE	5.85	5.79	2026-05-07 06:00:03			
LFST	"[""LFST""]"	nGNXbkYdLH	2026-05-07 06:00:03	LifeStance Reports First Quarter 2026 Results	Globe Newswire	184.29	0.061	0.0511	0.8878	0.0099	neutral		NO:sentiment_score	NASDAQ	8.89	20.79	2026-05-07 06:00:03			
FA	"[""FA""]"	nGNX2rBYPy	2026-05-07 06:00:04	First Advantage Reports First Quarter 2026 Results	Globe Newswire	80.45	0.0596	0.0608	0.8796	-0.0012	neutral		NO:sentiment_score	NASDAQ	16.21	26.15	2026-05-07 06:00:04			
TOUR	"[""TOUR""]"	nPn6TPh8ma	2026-05-07 06:00:04	Tuniu Has Regained Compliance with Nasdaq's Minimum Bid Price Requirement	PR Newswire	93.77	0.8823	0.0247	0.093	0.8577	positive		YES	NASDAQ	6.37	5.46	2026-05-07 06:00:04			
GPUS	"[""GPUS""]"	nPn3lnG0na	2026-05-07 06:00:06	"Hyperscale Data Executive Chairman Milton ""Todd"" Ault III to Speak at Consensus 2026 about Ault Blockchain and Tokenized Commodities"	PR Newswire	411.68	0.1156	0.022	0.8624	0.0936	positive		NO:Float	NYSE American	0.13	0.0	2026-05-07 06:00:06			
ZKH	"[""ZKH""]"	nPn9QMtf2a	2026-05-07 06:00:08	ZKH Group Limited to Announce First Quarter 2026 Financial Results on Thursday, May 21, 2026	PR Newswire	127.87	0.0926	0.0467	0.8606	0.0459	neutral		NO:sentiment_score	NYSE	3.09	3.0	2026-05-07 06:00:08			
ARHS	"[""ARHS""]"	nGNX4cC19q	2026-05-07 06:01:00	Arhaus Reports First Quarter 2026 Financial Results	Globe Newswire	51.85	0.1099	0.0972	0.7929	0.0127	neutral		NO:sentiment_score	NASDAQ	7.47	-1.58	2026-05-07 06:01:00			
RMAX	"[""RMAX""]"	nBw2tLZcfa	2026-05-07 06:13:00	RMAX Investigation News: RE/MAX Holdings Board Investigated Over $13.80 Merger Announcement – Contact BFA Law to Protect Your Rights	Business Wire	15.32	0.1375	0.0517	0.8108	0.0858	positive		YES	NYSE	11.4	7.24	2026-05-07 06:13:00			
STTK	"[""STTK""]"	nGNX6JrTg9	2026-05-07 06:15:00	Shattuck Labs Reports First Quarter 2026 Financial Results and Recent Business Highlights	Globe Newswire	64.36	0.1644	0.026	0.8096	0.1384	positive		YES	NASDAQ	6.73	0.75	2026-05-07 06:15:00			
GENB	"[""GENB""]"	nPnb6p4kMa	2026-05-07 06:17:27	Generate Biomedicines, Inc. Reports First Quarter 2026 Financial Results and Provides Business Update	PR Newswire	59.57	0.0696	0.031	0.8994	0.0386	neutral		NO:sentiment_score	NASDAQ	15.4	2.67	2026-05-07 06:17:27			
HIMX	"[""HIMX""]"	nGNX33qM8p	2026-05-07 06:21:45	Himax Technologies, Inc. Reports First Quarter 2026 Financial Results; Provides Second Quarter 2026 Guidance	Globe Newswire	170.5	0.1491	0.019	0.8319	0.1301	positive		YES	NASDAQ	17.95	45.93	2026-05-07 06:21:45			
RPC	"[""RPC""]"	nGNXbBKQfT	2026-05-07 06:30:00	Ridgepost Capital Announces First Quarter 2026 Results	Globe Newswire	56.09	0.0884	0.0882	0.8234	0.0002	neutral		NO:sentiment_score	NYSE	8.88	8.16	2026-05-07 06:30:00			
VYX	"[""VYX""]"	nBw86HZLYa	2026-05-07 06:30:00	NCR Voyix Reports First Quarter 2026 Results	Business Wire	137.68	0.0549	0.0547	0.8904	0.0003	neutral		NO:sentiment_score	NYSE	8.49	18.41	2026-05-07 06:30:00			
ASPN	"[""ASPN""]"	nGNX8dtzTV	2026-05-07 06:30:00	Aspen Aerogels, Inc. Reports First Quarter 2026 Financial Results and Recent Business Highlights	Globe Newswire	69.39	0.1684	0.0416	0.7899	0.1268	positive		YES	NYSE	5.55	36.03	2026-05-07 06:30:00			
CLDT	"[""CLDT""]"	nBw7gzM5Sa	2026-05-07 06:30:00	Chatham Lodging Announces First Quarter 2026 Results	Business Wire	45.64	0.0781	0.0945	0.8274	-0.0164	neutral		NO:sentiment_score	NYSE	10.15	14.69	2026-05-07 06:30:00			
SAFX	"[""SAFX""]"	nACSbvHr0a	2026-05-07 06:30:00	Jet Fuel Remains Elevated at ~$4.18/Gallon, Highlights Cost Pressure Across Commercial Aviation	ACCESSWIRE	32.88	0.6506	0.1741	0.1752	0.4765	positive		YES	NASDAQ	0.52	15.56	2026-05-07 06:30:00			
