Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	positive	negative	neutral	sentiment_score	label	Trades/sec	Trigger	Exchange	DailyHigh($)	DailyHigh(%)
ERAS	"[""ERAS""]"	nACSb0ZMNa	2026-05-06 17:30:01	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Erasca, Inc. - ERAS	ACCESSWIRE	186.79	2026-05-06 17:30:01	0.0776	0.0599	0.8625	0.0177	neutral	NO:sentiment_score	NASDAQ	10.95	10.38
CCRN	"[""CCRN""]"	nBw5DYPCDa	2026-05-06 17:32:00	Cross Country Healthcare to be Acquired by Knox Lane in All-Cash Transaction Valued at $437 Million	Business Wire	29.81	2026-05-06 17:32:00	0.1013	0.0259	0.8728	0.0755	positive	YES	NASDAQ	12.93	18.08
GEMI	"[""GEMI""]"	nGNX7cmcBG	2026-05-06 17:34:45	"GEMI Lawsuit Alleges IPO Documents Concealed Impending ""Corporate Pivot"" and Executive Turmoil - Gemini Space Station Investors Face Losses – Hagens Berman"	Globe Newswire	38.2	2026-05-06 17:34:45	0.1438	0.5089	0.3474	-0.3651	negative	NO:sentiment_score	NASDAQ	5.05	5.21
DRVN	"[""DRVN""]"	nGNX8tCCgd	2026-05-06 17:35:53	DRIVEN BRANDS DEADLINE FRIDAY: Bragar Eagel & Squire, P.C. Urges Driven Brands Holdings Inc. Investors with Large Losses to Contact the Firm Before May 8th	Globe Newswire	58.87	2026-05-06 17:35:53	0.0742	0.0482	0.8776	0.026	neutral	NO:sentiment_score	NASDAQ	14.07	1.22
BZFD	"[""BZFD""]"	nBw3jP7wBa	2026-05-06 17:41:00	BuzzFeed, Inc. First Quarter 2026 Financial Results Release Rescheduled to Monday, May 11, 2026	Business Wire	23.54	2026-05-06 17:41:00	0.0488	0.0938	0.8573	-0.045	neutral	NO:sentiment_score	NASDAQ	0.87	0.0
BTO	"[""BTO""]"	nGNX2f2n2Z	2026-05-06 17:44:52	B2Gold Reports Q1 2026 Results	Globe Newswire	19.81	2026-05-06 17:44:52	0.1036	0.0648	0.8316	0.0388	neutral	NO:sentiment_score	TSX		
MAGN	"[""MAGN""]"	nGNXbnq3jj	2026-05-06 17:53:35	Magnera Reports Second Quarter Results	Globe Newswire	35.5	2026-05-06 17:53:35	0.1636	0.1042	0.7321	0.0594	positive	YES	NYSE	11.85	17.09
VITL	"[""VITL""]"	nGNX7gnZ1Y	2026-05-06 17:57:53	VITAL FARMS LAWSUIT ALERT: Bragar Eagel & Squire, P.C. Reminds Investors that a Class Action Lawsuit Has Been Filed Against Vital Farms, Inc. and Encourages Investors to Contact the Firm	Globe Newswire	36.68	2026-05-06 17:57:53	0.5668	0.0858	0.3474	0.481	positive	YES	NASDAQ	13.43	4.92
INSE	"[""INSE"", ""FLTRF""]"	nGNX3lw89C	2026-05-06 18:00:00	Inspired Entertainment Extends Long-Term Agreement with Paddy Power for Gaming Terminals and Content	Globe Newswire	24.96	2026-05-06 18:00:00	0.83	0.0116	0.1584	0.8184	positive	YES	NASDAQ	7.38	4.24
FLTRF	"[""INSE"", ""FLTRF""]"	nGNX3lw89C	2026-05-06 18:00:00	Inspired Entertainment Extends Long-Term Agreement with Paddy Power for Gaming Terminals and Content	Globe Newswire		2026-05-06 18:00:00	0.83	0.0116	0.1584	0.8184	positive	NO:Float	NASDAQ		
INM	"[""INM""]"	nNFC3NLsJK	2026-05-06 18:00:23	InMed Reports Third Quarter Fiscal 2026 Financial Results and Provides Business Update	Newsfile Corp	3.31	2026-05-06 18:00:23	0.0631	0.0436	0.8933	0.0195	neutral	NO:sentiment_score	NASDAQ	0.76	7.04
TXG	"[""TXG""]"	nNFC5vT5wY	2026-05-06 18:00:25	Torex Gold Reports Q1 2026 Results	Newsfile Corp	112.8	2026-05-06 18:00:25	0.1163	0.0811	0.8027	0.0352	neutral	NO:sentiment_score	TSX		
TKO	"[""TKO""]"	nGNX6ZWkL2	2026-05-06 18:07:28	Taseko Announces Continued Strong Operational and Financial Results in the First Quarter 2026	Globe Newswire	64.51	2026-05-06 18:07:28	0.9106	0.0193	0.0701	0.8913	positive	YES	TSX		
ATEC	"[""ATEC""]"	nPn4qqNjja	2026-05-06 18:09:00	Shareholder Alert: Ademi LLP Investigates Claims of Securities Fraud against Alphatec Holdings, Inc.	PR Newswire	114.38	2026-05-06 18:09:00	0.1377	0.1999	0.6624	-0.0623	negative	NO:sentiment_score	NASDAQ	8.8	7.98
III	"[""III""]"	nGNX8v06MZ	2026-05-06 18:10:17	Imperial Reports First Quarter 2026 Financial Results	Globe Newswire	33.28	2026-05-06 18:10:17	0.1179	0.1088	0.7733	0.0091	neutral	NO:sentiment_score	TSX		
ELWT	"[""ELWT""]"	nNFCLJbb7	2026-05-06 18:28:52	ROSEN, A LEADING LAW FIRM, Encourages Elauwit Connection, Inc. Investors to Inquire About Securities Class Action Investigation - ELWT	Newsfile Corp	2.24	2026-05-06 18:28:52	0.1253	0.0404	0.8344	0.0849	positive	YES	NASDAQ	8.06	5.64
GOSS	"[""GOSS""]"	nNFC8Q06PR	2026-05-06 18:39:16	ROSEN, GLOBAL INVESTOR COUNSEL, Encourages Gossamer Bio, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action - GOSS	Newsfile Corp	204.1	2026-05-06 18:39:16	0.1864	0.0452	0.7684	0.1412	positive	YES	NASDAQ	0.36	5.88
DRVN	"[""DRVN""]"	nACS61zl4a	2026-05-06 18:43:00	DRVN DEADLINE FRIDAY: ROSEN, TRUSTED INVESTOR COUNSEL, Encourages Driven Brands Holdings Inc. Investors With Losses in Excess of $100K to Secure Counsel Before Important May 8 Deadline in Securities Class Action - DRVN	ACCESSWIRE	58.87	2026-05-06 18:43:00	0.2893	0.1308	0.5799	0.1585	positive	YES	NASDAQ	14.07	1.22
MI	"[""MI""]"	nGNX24N1Sf	2026-05-06 18:45:59	NFT LTD. ANNOUNCES 1 FOR 80 REVERSE SHARE SPLIT	Globe Newswire	15.04	2026-05-06 18:45:59	0.097	0.026	0.877	0.0711	positive	YES	NYSE American	19.99	4.11
TOMZ	"[""TOMZ""]"	nGNX3MP5cb	2026-05-06 18:50:09	TOMI Environmental Solutions, Inc. to Hold Conference Call to Discuss First Quarter 2026 Financial Results on May 8, 2026	Globe Newswire	11.66	2026-05-06 18:50:09	0.0849	0.0282	0.8869	0.0567	positive	YES	NASDAQ	0.7	2.94
ADMA	"[""ADMA""]"	nGNX45dPyh	2026-05-06 18:57:05	BREAKING: ADMA Biologics Shares Fall Over 24%; Investors Encouraged to Contact Block & Leviton to Possibly Recover Losses	Globe Newswire	224.61	2026-05-06 18:57:05	0.0154	0.9572	0.0274	-0.9418	negative	NO:sentiment_score	NASDAQ	10.57	2.32
ALDX	"[""ALDX""]"	nACS1ZsPta	2026-05-06 19:00:00	ROSEN, LEADING INVESTOR COUNSEL, Encourages Aldeyra Therapeutics, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action First Filed by the Firm - ALDX	ACCESSWIRE	55.6	2026-05-06 19:00:01	0.3995	0.0755	0.525	0.3239	positive	YES	NASDAQ	1.86	8.14
NTR	"[""NTR""]"	nBw4lFG7ya	2026-05-06 19:08:00	Nutrien Announces Results of 2026 Annual Meeting	Business Wire	480.82	2026-05-06 19:08:00	0.1377	0.0408	0.8216	0.0969	positive	NO:Float	TSX		
NUAI	"[""NUAI""]"	nACSwWl1sa	2026-05-06 19:15:00	ROSEN, A LEADING INVESTOR RIGHTS LAW FIRM, Encourages New Era Energy & Digital, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action - NUAI	ACCESSWIRE	73.85	2026-05-06 19:15:00	0.2243	0.0505	0.7252	0.1738	positive	YES	NASDAQ	5.08	23.6
SES	"[""SES""]"	nACSdY8Sha	2026-05-06 19:35:00	ROSEN, TRUSTED INVESTOR COUNSEL, Encourages SES AI Corporation Investors to Secure Counsel Before Important Deadline in Securities Class Action First Filed by the Firm - SES	ACCESSWIRE	236.25	2026-05-06 19:35:00	0.1964	0.0391	0.7645	0.1573	positive	YES	NYSE	0.99	1.02
VITL	"[""VITL""]"	nACSgndSTa	2026-05-06 19:50:00	ROSEN, A RANKED AND LEADING LAW FIRM, Encourages Vital Farms, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action First Filed by The Firm - VITL	ACCESSWIRE	36.68	2026-05-06 19:50:00	0.5403	0.0489	0.4108	0.4915	positive	YES	NASDAQ	13.43	4.92
TTGT	"[""TTGT""]"	nBw6ZvMrra	2026-05-06 20:00:00	Omdia: Global Tablet Market Sees Marginal Growth at 0.1% in Q1 2026 as Demand Outlook Weakens	Business Wire	29.15	2026-05-06 20:00:00	0.1624	0.7418	0.0957	-0.5794	negative	NO:sentiment_score	NASDAQ	6.7	12.61
CWH	"[""CWH""]"	nACSFjLqma	2026-05-06 20:00:00	Pomerantz LLP Notifies Shareholders of Class Action Filing Against Camping World Holdings, Inc.  – CWH	ACCESSWIRE	58.96	2026-05-06 20:00:00	0.0937	0.1983	0.708	-0.1045	negative	NO:sentiment_score	NYSE	8.03	2.55
BW	"[""BW""]"	nACSc0DGta	2026-05-06 20:00:00	Pomerantz LLP Pursues Class Action Litigation Against Babcock & Wilcox Enterprises, Inc.  – BW	ACCESSWIRE	130.21	2026-05-06 20:00:01	0.1516	0.1733	0.6751	-0.0217	neutral	NO:sentiment_score	NYSE	16.0	1.98
DRVN	"[""DRVN""]"	nACSthnX3a	2026-05-06 20:00:01	Pomerantz LLP Notifies Investors of Class Action Lawsuit Against Driven Brands Holdings Inc. – DRVN	ACCESSWIRE	58.87	2026-05-06 20:00:01	0.0779	0.1104	0.8117	-0.0325	neutral	NO:sentiment_score	NASDAQ	13.85	3.75
GO	"[""GO""]"	nACSdfGN8a	2026-05-06 20:00:01	Class Action Lawsuit Reminder from Pomerantz LLP for Investors of Grocery Outlet Holding Corp.  – GO	ACCESSWIRE	90.72	2026-05-06 20:00:01	0.1628	0.108	0.7292	0.0548	positive	YES	NASDAQ	8.25	4.56
FCHL	"[""FCHL""]"	nACSVfB6sa	2026-05-06 20:00:01	Pomerantz LLP Informs Investors of Class Action Against Fitness Champs Holdings Ltd.  – FCHL	ACCESSWIRE	0.35	2026-05-06 20:00:01	0.1833	0.1682	0.6485	0.015	neutral	NO:sentiment_score	NASDAQ	2.8	3.7
VITL	"[""VITL""]"	nACS39Hf5a	2026-05-06 20:00:01	Pomerantz LLP Issues Important Reminder to Investors in Vital Farms, Inc.  of Class Action Filing – VITL	ACCESSWIRE	36.68	2026-05-06 20:00:01	0.2542	0.065	0.6808	0.1891	positive	YES	NASDAQ	12.6	2.86
SES	"[""SES""]"	nACSj04cxa	2026-05-06 20:00:01	Pomerantz LLP Advises Shareholders of Class Action Against SES AI Corporation  – SES	ACCESSWIRE	236.25	2026-05-06 20:00:01	0.1859	0.1971	0.6171	-0.0112	neutral	NO:sentiment_score	NYSE	0.99	2.06
NUAI	"[""NUAI""]"	nACS7zXdha	2026-05-06 20:00:01	Pomerantz LLP Issues Important Reminder to Shareholders in New Era Energy & Digital, Inc.  of Class Action Lawsuit – NUAI	ACCESSWIRE	73.85	2026-05-06 20:00:01	0.3822	0.0792	0.5387	0.303	positive	YES	NASDAQ	5.31	10.4
6B6	"[""MNDY"", ""6B6""]"	nACSv3fdqa	2026-05-06 20:00:01	Class Action Reminder from Pomerantz LLP for Shareholders of monday.com Ltd.  – MNDY	ACCESSWIRE		2026-05-06 20:00:01	0.1618	0.1053	0.7329	0.0565	positive	NO:Float	NYSE		
MNDY	"[""MNDY"", ""6B6""]"	nACSv3fdqa	2026-05-06 20:00:01	Class Action Reminder from Pomerantz LLP for Shareholders of monday.com Ltd.  – MNDY	ACCESSWIRE	41.34	2026-05-06 20:00:01	0.1618	0.1053	0.7329	0.0565	positive	YES	NYSE	77.81	5.15
ATRA	"[""ATRA""]"	nACSFKxKHa	2026-05-06 20:00:01	Class Action Initiated by Pomerantz LLP Concerning Atara Biotherapeutics, Inc.  – ATRA	ACCESSWIRE	4.86	2026-05-06 20:00:01	0.1507	0.1283	0.721	0.0223	neutral	NO:sentiment_score	NASDAQ	12.45	141.75
POET	"[""POET""]"	nACSz8Xgya	2026-05-06 20:00:02	Pomerantz LLP Alerts Shareholders to Investor Suit Against POET Technologies Inc.  – POET	ACCESSWIRE	90.52	2026-05-06 20:00:02	0.1377	0.1634	0.6989	-0.0256	neutral	NO:sentiment_score	NASDAQ	10.3	6.51
UHG	"[""UHG""]"	nACS1psyna	2026-05-06 20:00:02	Pomerantz LLP Highlights Legal Filing Against United Homes Group, Inc.  – UHG	ACCESSWIRE	11.21	2026-05-06 20:00:02	0.1574	0.2286	0.614	-0.0712	negative	NO:sentiment_score	NASDAQ		
GEMI	"[""GEMI""]"	nACSsmYmwa	2026-05-06 20:00:03	Class Action Initiated by Pomerantz LLP Against Gemini Space Station, Inc.  – GEMI	ACCESSWIRE	38.2	2026-05-06 20:00:03	0.117	0.1264	0.7566	-0.0093	neutral	NO:sentiment_score	NASDAQ	5.08	0.79
GOSS	"[""GOSS""]"	nACS0mKPZa	2026-05-06 20:00:03	Pomerantz LLP Issues Alert Regarding Shareholder Class Action Involving Gossamer Bio, Inc.  – GOSS	ACCESSWIRE	204.1	2026-05-06 20:00:03	0.11	0.2477	0.6423	-0.1378	negative	NO:sentiment_score	NASDAQ	0.36	2.86
ALDX	"[""ALDX""]"	nACShgvFpa	2026-05-06 20:00:03	Pomerantz LLP Issues Important Reminder to Investors in Aldeyra Therapeutics, Inc.  of Class Action – ALDX	ACCESSWIRE	55.6	2026-05-06 20:00:03	0.3506	0.0422	0.6072	0.3084	positive	YES	NASDAQ	1.79	4.07
VERI	"[""VERI""]"	nACSsG82Ga	2026-05-06 20:00:04	VERI INVESTOR ALERT: Kirby McInerney LLP Investigates Potential Claims Involving Veritone, Inc. 	ACCESSWIRE	81.54	2026-05-06 20:00:04	0.1589	0.104	0.7371	0.0549	positive	YES	NASDAQ	2.18	1.87
AIXI	"[""AIXI""]"	nPn46WM4Sa	2026-05-06 20:09:21	Xiao-I Corporation Announces ADS Ratio Change with Marketplace Effective Date on May 11, 2026	PR Newswire	28.6666	2026-05-06 20:09:21	0.0473	0.034	0.9187	0.0133	neutral	NO:sentiment_score	NASDAQ	15.4	2.39
SKYH	"[""SKYH""]"	nBw9gCHtla	2026-05-06 20:15:00	Sky Harbour to Report Its First Quarter 2026 Financial Results and Host Webcast Investor Call on May 14th, 2026	Business Wire	21.09	2026-05-06 20:15:00	0.0791	0.0201	0.9008	0.059	positive	YES	NYSE	10.25	0.69
DNOW	"[""DNOW""]"	nACS0xZ5ga	2026-05-06 20:15:00	ROSEN, SKILLED INVESTOR COUNSEL, Encourages DNOW Inc. Investors to Inquire About Securities Class Action Investigation - DNOW	ACCESSWIRE	182.93	2026-05-06 20:15:00	0.184	0.0324	0.7836	0.1516	positive	YES	NYSE	13.48	-2.11
