Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	Exchange	FinBERTCompletedAt	positive	negative	neutral	sentiment_score	label	Trigger	nocoref_neutral_filter	nocoref_confidence_weighted	nocoref_net_score	nocoref_top_k	nocoref_positional	NoCorefCompletedAt	LastDailyClose	itiBaseline	tradeSizeBaseline	Sentiment	ClerkArm	ClerkSentiment	Created	ArrivalDate	CurlTime	MktCap	DailyHigh($)	DailyHigh(%)	Headline-RBscore
LPCN	"[""LPCN""]"	nPnbKbcjMa	2026-06-04 08:00:13.086	Lipocine Inc. to Host Virtual KOL Event Highlighting Unmet Needs in Postpartum Depression and the Clinical Profile of LPCN 1154	PR Newswire	7.86	NASDAQ	2026-06-04 08:00:18.709303	0.3656	0.033	0.6014	0.3326	positive	NO:sentiment_score	0.1449	0.1436	0.1062	0.2625	0.1069	2026-06-04 08:00:22.913096											2.23	1.83	50
SOPH	"[""SOPH"", ""90B""]"	nPn7f8qZLa	2026-06-04 08:00:16.200	SOPHiA GENETICS Signs Strategic Collaboration MOU with Leading Global Cancer Center	PR Newswire	48.16	NASDAQ	2026-06-04 08:00:19.188249	0.6947	0.0169	0.2884	0.6778	positive	YES	0.5254	0.6	0.5254	0.7954	0.5131	2026-06-04 08:00:23.900983											5.19	8.58	76
QTRX	"[""QTRX""]"	nBwcfZLKja	2026-06-04 08:02:00.307	Quanterix Appoints Industry Veteran Geoff Albrecht as Senior Vice President and General Manager of Diagnostics	Business Wire	38.35	NASDAQ	2026-06-04 08:02:00.325700	0.1211	0.0237	0.8552	0.0973	positive	NO:sentiment_score	0.4191	0.5187	0.3436	0.7483	0.3873	2026-06-04 08:02:01.132287											4.03	15.8	50
EBS	"[""EBS""]"	nGNX6bhLMC	2026-06-04 08:02:00.526	Emergent BioSolutions Supports Victoria’s Voice Foundation’s National Naloxone Awareness Day to Help Save Lives from Opioid Overdose	Globe Newswire	48.71	NYSE	2026-06-04 08:02:00.563616	0.5095	0.0482	0.4424	0.4613	positive	YES	0.4461	0.5	0.3623	0.7473	0.2998	2026-06-04 08:02:01.436427											8.49	7.06	50
XOS	"[""XOS""]"	nGNXblfCXj	2026-06-04 08:05:00.342	Xos announces $6 million common stock registered direct offering	Globe Newswire	5.49	NASDAQ	2026-06-04 08:05:00.364202	0.097	0.0183	0.8847	0.0786	positive	NO:sentiment_score	0.2176	0.2231	0.1077	0.3821	0.1595	2026-06-04 08:05:00.887540											7.36	2.22	72
IQST	"[""IQST""]"	nPn40w4Mna	2026-06-04 08:15:00.798	IQST - IQSTEL ANNOUNCES BINDING MOU TO ACQUIRE 51% INTEREST IN ULTRANET TELECOM GROUP, POSITIONING THE COMPANY ABOVE A HALF-BILLION-DOLLAR REVENUE RUN RATE AND INCREASING NET INCOME FROM OPERATIONS BY 4x	PR Newswire	6.32	NASDAQ	2026-06-04 08:15:00.903533	0.9309	0.0134	0.0557	0.9175	positive	YES	0.7068	0.7263	0.6761	0.8831	0.6867	2026-06-04 08:15:01.813145											1.69	48.25	80
NEXR	"[""NEXR"", ""NEXRW""]"	nGNX520xWn	2026-06-04 08:23:00.291	Nexera Technologies Announces Receipt of Nasdaq Listing Approval for Majority-Owned Subsidiary Fort Technology	Globe Newswire	1.76	NASDAQ	2026-06-04 08:23:00.317987	0.2419	0.0303	0.7278	0.2115	positive	NO:sentiment_score	0.0246	0.0285	0.0371	0.1031	0.0454	2026-06-04 08:23:01.241217											2.11	124.47	50
NEXRW	"[""NEXR"", ""NEXRW""]"	nGNX520xWn	2026-06-04 08:23:00.291	Nexera Technologies Announces Receipt of Nasdaq Listing Approval for Majority-Owned Subsidiary Fort Technology	Globe Newswire	0.801	NASDAQ	2026-06-04 08:23:00.316824	0.2419	0.0303	0.7278	0.2115	positive	NO:sentiment_score	0.043	0.0397	0.0441	0.1348	0.0573	2026-06-04 08:23:01.241328													50
ROLR	"[""ROLR""]"	nGNXcglkdq	2026-06-04 08:28:00.332	High Roller Technologies to Launch ROLR Brand with $25 Million Free-To-Trade Prediction Challenge Ahead of Official Prediction Markets Product Release	Globe Newswire	3.7	NYSE AMERICAN	2026-06-04 08:28:00.357900	0.2557	0.0108	0.7335	0.2449	positive	NO:sentiment_score	0.3366	0.4818	0.2794	0.7589	0.3448	2026-06-04 08:28:00.793844											8.61	51.85	60
INBS	"[""INBS""]"	nGNX9Z89rX	2026-06-04 08:30:00.688	Intelligent Bio Solutions to Participate in Planet MicroCap Las Vegas Conference over June 16-18	Globe Newswire	2.28	NASDAQ	2026-06-04 08:30:00.702205	0.1282	0.0143	0.8575	0.1139	positive	NO:sentiment_score	0.3272	0.2626	0.1185	0.3907	0.0914	2026-06-04 08:30:01.445657											2.5	3.31	50
TOMZ	"[""TOMZ""]"	nGNX70MZwv	2026-06-04 08:30:00.707	TOMI Environmental Solutions, Inc. Scales Food Safety Presence with SteraMist Hybrid Installation at Expanded Food Facility	Globe Newswire	13.24	NASDAQ	2026-06-04 08:30:00.723421	0.5092	0.0365	0.4543	0.4728	positive	YES	0.4969	0.5569	0.3466	0.7951	0.4509	2026-06-04 08:30:02.916008											1.08	3.85	50
NCPL	"[""NCPL"", ""NCPLW""]"	nGNXTbn2D	2026-06-04 08:30:01.718	Netcapital Signs Non-Binding LOI to Acquire Resmac Mortgage Banking Assets from RezyFi	Globe Newswire	4.38	NASDAQ	2026-06-04 08:30:01.788496	0.3696	0.0135	0.617	0.3561	positive	NO:sentiment_score	0.1959	0.2321	0.1507	0.3619	0.1269	2026-06-04 08:30:04.407818											1.1	17.02	70
NCPLW	"[""NCPL"", ""NCPLW""]"	nGNXTbn2D	2026-06-04 08:30:01.718	Netcapital Signs Non-Binding LOI to Acquire Resmac Mortgage Banking Assets from RezyFi	Globe Newswire	4.3878	NASDAQ	2026-06-04 08:30:01.790722	0.3696	0.0135	0.617	0.3561	positive	NO:sentiment_score	0.3526	0.4241	0.2443	0.7425	0.2654	2026-06-04 08:30:04.413976													70
CVU	"[""CVU"", ""EMBJ3""]"	nGNX4x8Xlv	2026-06-04 08:30:00.871	CPI Aero Announces New Long Term Supply Agreement to Manufacture Engine Air Inlet Assemblies for Embraer Phenom 100EX	Globe Newswire	9.49	NYSE AMERICAN	2026-06-04 08:30:00.939276	0.786	0.0096	0.2044	0.7765	positive	YES	0.4452	0.5386	0.3137	0.8198	0.437	2026-06-04 08:30:04.480790											5.2	2.16	50
DHX	"[""DHX""]"	nBw5HfV3ma	2026-06-04 08:30:01.933	ClearanceJobs Reaches 2 Million Registered Candidates, Reflecting Record Growth in the Cleared Talent Community	Business Wire	34.83	NYSE	2026-06-04 08:30:02.024532	0.8281	0.0147	0.1572	0.8135	positive	YES	0.63	0.6855	0.5136	0.8256	0.5142	2026-06-04 08:30:05.166319											3.92	6.23	68
CITR	"[""CITR""]"	nBwc3nrN6a	2026-06-04 08:30:03.377	CitroTech Expands Patent Portfolio, Leading the Market for GPS-Verified, AI-Enabled Deployment of Eco-Friendly Fire Retardants	Business Wire	11.12	NYSE AMERICAN	2026-06-04 08:30:03.463222	0.749	0.0087	0.2423	0.7402	positive	YES	0.285	0.3616	0.2746	0.6279	0.2851	2026-06-04 08:30:06.270646											6.93	1.91	58
BKKT	"[""BKKT"", ""TRAN""]"	nGNX6RRJrx	2026-06-04 08:30:03.340	Bakkt Advances Indian Investment Following Regulatory Approval	Globe Newswire	18.79	NYSE	2026-06-04 08:30:03.381786	0.6728	0.014	0.3132	0.6589	positive	YES	0.5166	0.5749	0.3284	0.8146	0.3954	2026-06-04 08:30:06.298934											9.42	5.25	58
XPER	"[""XPER""]"	nBw4Z87q3a	2026-06-04 08:30:05.512	TiVo Video Trends Report Finds Consumer Video Engagement Reached Peak Levels in 2025 Despite Economic Pressure	Business Wire	43.32	NYSE	2026-06-04 08:30:05.556487	0.7669	0.0533	0.1798	0.7136	positive	YES	0.3223	0.4111	0.3223	0.7611	0.3994	2026-06-04 08:30:07.264568											7.85	4.95	50
RNXT	"[""RNXT""]"	nGNXcPBy	2026-06-04 08:30:05.879	RenovoRx CEO, Shaun Bagai, to Present at the iAccess Alpha Virtual Best Ideas Summer Investment Conference 2026 on June 23rd	Globe Newswire	43.48	NASDAQ	2026-06-04 08:30:05.941576	0.1114	0.0216	0.867	0.0899	positive	NO:sentiment_score	0.4278	0.5313	0.3873	0.8017	0.3895	2026-06-04 08:30:08.639180											0.99	10.0	58
BLIN	"[""BLIN""]"	nACSpNdcFa	2026-06-04 08:30:07.027	Medical Equipment Manufacturer Launches HawkSearch to Improve eCommerce Search	ACCESSWIRE	9.17	NASDAQ	2026-06-04 08:30:07.098019	0.5057	0.0102	0.4841	0.4955	positive	YES	0.4391	0.5268	0.2961	0.7469	0.3175	2026-06-04 08:30:09.218562											1.19	0.0	50
SSII	"[""SSII""]"	nGNX2mtcwb	2026-06-04 08:30:07.131	SS Innovations Announces Completion of World’s Longest-Distance Robotic Telesurgery	Globe Newswire	37.51	NASDAQ	2026-06-04 08:30:07.205754	0.517	0.0191	0.4639	0.4979	positive	YES	0.4286	0.5637	0.4286	0.8282	0.3551	2026-06-04 08:30:10.189256											4.5	7.14	60
AMCI	"[""AMCI""]"	nGNXbLxCW0	2026-06-04 08:30:07.336	AMC Robotics Makes Strategic Investment in Etronium AI, an Agentic Edge AI Company Founded by Duke University Professors	Globe Newswire	3.42	NASDAQ	2026-06-04 08:30:08.646432	0.326	0.0102	0.6638	0.3158	positive	NO:sentiment_score	0.4636	0.601	0.3544	0.8507	0.3815	2026-06-04 08:30:11.346785											5.99	23.25	84
ONFO	"[""ONFO"", ""ONFOW""]"	nGNX1L9RZs	2026-06-04 08:30:08.213	Onfolio Launches AI Investor Relations and Communications Platforms for Public Companies	Globe Newswire	4.6	NASDAQ	2026-06-04 08:30:09.045218	0.1368	0.0148	0.8484	0.122	positive	NO:sentiment_score	0.4033	0.4026	0.2034	0.6592	0.2281	2026-06-04 08:30:13.560196											0.7	22.81	56
ONFOW	"[""ONFO"", ""ONFOW""]"	nGNX1L9RZs	2026-06-04 08:30:08.213	Onfolio Launches AI Investor Relations and Communications Platforms for Public Companies	Globe Newswire	4.945	NASDAQ	2026-06-04 08:30:09.219366	0.1368	0.0148	0.8484	0.122	positive	NO:sentiment_score	0.4033	0.4026	0.2034	0.6592	0.2281	2026-06-04 08:30:13.560702													56
HTOO	"[""HTOO""]"	nGNX25lBVL	2026-06-04 08:30:07.346	Fusion Fuel Highlights Jaguar Uranium’s Surface Uranium-Copper-Vanadium Findings at Huemul Project; Planned Royal Uranium Acquisition Expected to Provide 1.0% NSR Royalty Exposure	Globe Newswire	2.67	NASDAQ	2026-06-04 08:30:09.042014	0.592	0.0261	0.3818	0.5659	positive	YES	0.3739	0.4529	0.3215	0.705	0.3506	2026-06-04 08:30:13.617682											3.26	0.93	62
TRT	"[""TRT""]"	nBwC05vRa	2026-06-04 08:30:08.608	Trio-Tech International Receives Additional $2.6 Million in Orders for Burn-In Boards Supporting Next-Generation AI GPU Platform	Business Wire	6.85	NYSE AMERICAN	2026-06-04 08:30:10.270736	0.7473	0.0145	0.2382	0.7327	positive	YES	0.4777	0.5853	0.351	0.8821	0.5449	2026-06-04 08:30:15.112785											13.83	18.71	74
RSSS	"[""RSSS""]"	nPn9yTwTsa	2026-06-04 08:30:09.114	Research Solutions to Present and Host 1x1 Investor Meetings at the 16th Annual East Coast IDEAS Investor Conference on June 10th in New York, NY	PR Newswire	27.61	NASDAQ	2026-06-04 08:30:11.441481	0.1507	0.0235	0.8258	0.1272	positive	NO:sentiment_score	0.1578	0.1252	0.0805	0.2396	0.0777	2026-06-04 08:30:15.852761											2.27	2.71	42
FEAM	"[""FEAM""]"	nACSv29Gxa	2026-06-04 08:30:08.718	5E Advanced Materials Live Webinar Highlights Positive Lithium PEA and Fort Cady Development Progress	ACCESSWIRE	20.95	NASDAQ	2026-06-04 08:30:11.368916	0.5278	0.0166	0.4556	0.5112	positive	YES	0.3371	0.4304	0.2432	0.7638	0.3829	2026-06-04 08:30:16.831816											2.04	20.0	58
WAVE	"[""WAVE"", ""1KW0Y""]"	nNFC7sbPwc	2026-06-04 08:30:15.680	Eco Wave Power to Participate in Maxim Group's AI Data Center Summit on June 11, 2026	Newsfile Corp	5.61	NASDAQ	2026-06-04 08:30:15.730976	0.2152	0.0137	0.7711	0.2015	positive	NO:sentiment_score	0.3397	0.423	0.2675	0.7023	0.2378	2026-06-04 08:30:19.665786											9.85	2.71	63
COCH	"[""COCH""]"	nNFCdQsyf	2026-06-04 08:30:16.020	Envoy Medical to Present at Planet MicroCap Conference Las Vegas on June 16th-18th	Newsfile Corp	45.77	NASDAQ	2026-06-04 08:30:16.064074	0.103	0.0188	0.8781	0.0842	positive	NO:sentiment_score	0.2368	0.241	0.1557	0.4175	0.1369	2026-06-04 08:30:20.259917											0.72	7.46	50
ATHR	"[""ATHR""]"	nNFC7CvRL0	2026-06-04 08:30:16.359	Aether Holdings Announces Enhancements to SentimenTracker	Newsfile Corp	4.12	NASDAQ	2026-06-04 08:30:16.409620	0.5854	0.0117	0.4029	0.5737	positive	YES	0.2444	0.3184	0.1834	0.6543	0.2091	2026-06-04 08:30:20.598232											3.44	0.29	50
MBRX	"[""MBRX""]"	nGNX6Ftzb7	2026-06-04 08:31:00.341	Moleculin CEO, Walter Klemp, Highlights 45 Subject Enrollment Milestone in Recent Virtual Investor “What This Means” Segment	Globe Newswire	5.29	NASDAQ	2026-06-04 08:31:00.375099	0.2251	0.043	0.7319	0.1821	positive	NO:sentiment_score	0.2848	0.3587	0.2351	0.6139	0.2169	2026-06-04 08:31:01.238378											2.64	11.86	42
LAKE	"[""LAKE""]"	nGNX5PpY4M	2026-06-04 08:31:00.327	Lakeland Fire + Safety Selected for National Firefighter PPE Framework in the United Kingdom	Globe Newswire	8.37	NASDAQ	2026-06-04 08:31:00.360109	0.2468	0.0205	0.7327	0.2263	positive	NO:sentiment_score	0.4807	0.6189	0.4394	0.8313	0.4239	2026-06-04 08:31:01.350115											10.1	3.17	50
NWTG	"[""NWTG""]"	nBw8tX8cza	2026-06-04 08:31:00.444	Newton Golf to Present at the Emerging Growth Conference on Thursday, June 11, 2026	Business Wire	3.28	NASDAQ	2026-06-04 08:31:00.456708	0.072	0.02	0.908	0.0519	positive	NO:sentiment_score	0.4202	0.4993	0.2347	0.7989	0.2784	2026-06-04 08:31:01.721640											1.07	4.9	58
MTVA	"[""MTVA""]"	nPn9lcPlda	2026-06-04 08:31:03.784	MetaVia to Highlight Novel Obesity and Metabolic Therapies at Upcoming Emerging Growth Conference	PR Newswire	3.36	NASDAQ	2026-06-04 08:31:03.806413	0.1929	0.0119	0.7951	0.181	positive	NO:sentiment_score	0.4765	0.4878	0.2344	0.7402	0.1813	2026-06-04 08:31:04.191943											2.72	4.21	58
XBIO	"[""XBIO""]"	nACSrYPKma	2026-06-04 08:40:44.911	Xenetic Biosciences, Inc. Announces That Its Collaboration Partner Received Approval From the Israeli Ministry of Health to Conduct Exploratory, Investigator Initiated Study of DNase I In Combination With Anti-CD19 CAR T Cells in Large B-Cell Lymphoma	ACCESSWIRE	1.96	NASDAQ	2026-06-04 08:40:44.952450	0.7747	0.0133	0.2119	0.7614	positive	YES	0.3804	0.4666	0.3469	0.7878	0.3832	2026-06-04 08:40:45.870908											3.79	13.47	58
PERF	"[""PERF"", ""SZ9""]"	nBwbcck3wa	2026-06-04 08:45:00.339	Perfect Corp. Brings the Bleeding-Edge of AI Innovation to Viva Tech 2026	Business Wire	40.94	NYSE	2026-06-04 08:45:00.368850	0.2276	0.0263	0.7461	0.2014	positive	NO:sentiment_score	0.3092	0.3547	0.2224	0.6074	0.2056	2026-06-04 08:45:01.334853											1.7	2.41	58
LASE	"[""LASE""]"	nACSpKGbma	2026-06-04 08:45:01.068	Laser Photonics and Fonon Technologies Highlight Strong Defense Engagement Following SOF Week 2026	ACCESSWIRE	24.6	NASDAQ	2026-06-04 08:45:01.085617	0.9113	0.0172	0.0715	0.8941	positive	YES	0.6013	0.6978	0.5759	0.873	0.5152	2026-06-04 08:45:01.791808											3.8	35.71	50
WLDS	"[""WLDS"", ""WLDSW""]"	nGNXb5T1tr	2026-06-04 08:50:00.359	Wearable Devices Announces Pre-Order for Mudra Pro to Fast-Track AI and XR Programs for Enterprise and OEM Customers	Globe Newswire	3.39	NASDAQ	2026-06-04 08:50:00.385373	0.4482	0.0101	0.5418	0.4381	positive	YES	0.2622	0.33	0.2201	0.54	0.205	2026-06-04 08:50:01.150838											0.94	14.63	58
WLDSW	"[""WLDS"", ""WLDSW""]"	nGNXb5T1tr	2026-06-04 08:50:00.359	Wearable Devices Announces Pre-Order for Mudra Pro to Fast-Track AI and XR Programs for Enterprise and OEM Customers	Globe Newswire	2.7276	NASDAQ	2026-06-04 08:50:00.387783	0.4482	0.0101	0.5418	0.4381	positive	YES	0.3033	0.394	0.2546	0.6447	0.2406	2026-06-04 08:50:01.150972													58
AIM	"[""AIM""]"	nGNX9kVWRQ	2026-06-04 08:55:00.350	AIM ImmunoTech Releases Virtual Investor ‘What This Means’ Video Segment Discussing Ampligen’s Potential in Ebola Virus Disease Preparedness	Globe Newswire	13.69	NYSE AMERICAN	2026-06-04 08:55:00.374750	0.1817	0.0229	0.7954	0.1588	positive	NO:sentiment_score	0.2423	0.3152	0.2168	0.6	0.1768	2026-06-04 08:55:00.880200											1.04	42.47	42
NXGLW	"[""NXGL"", ""NXGLW""]"	nGNX173hq9	2026-06-04 09:00:00.313	NEXGEL to Present at Planet MicroCap Conference Las Vegas on June 16th –18th	Globe Newswire	6.5112	NASDAQ	2026-06-04 09:00:00.331349	0.1422	0.0227	0.8351	0.1195	positive	NO:sentiment_score	0.3052	0.2847	0.1265	0.3052	0.1096	2026-06-04 09:00:00.808622													50
NXGL	"[""NXGL"", ""NXGLW""]"	nGNX173hq9	2026-06-04 09:00:00.313	NEXGEL to Present at Planet MicroCap Conference Las Vegas on June 16th –18th	Globe Newswire	6.9	NASDAQ	2026-06-04 09:00:00.330230	0.1422	0.0227	0.8351	0.1195	positive	NO:sentiment_score	0.3052	0.2847	0.1265	0.3052	0.1096	2026-06-04 09:00:00.810457											0.61	8.93	50
KWM	"[""KWM""]"	nGNX1Q55tW	2026-06-04 09:00:00.696	K Wave Media Announces Rescission and Termination of Solaire Share Purchase Agreement	Globe Newswire	44.4	NASDAQ	2026-06-04 09:00:00.714527	0.1009	0.3078	0.5912	-0.2069	negative	NO:sentiment_score	0.5091	0.5861	0.3175	0.8663	0.3348	2026-06-04 09:00:01.747257											0.26	23.81	50
EEIQ	"[""EEIQ""]"	nGNX7cng0z	2026-06-04 09:00:00.720	EpicQuest Education to Present at the Emerging Growth Conference	Globe Newswire	0.85	NASDAQ	2026-06-04 09:00:00.746615	0.1565	0.0143	0.8291	0.1422	positive	NO:sentiment_score	0.1417	0.0991	0.072	0.1849	0.0763	2026-06-04 09:00:03.040050											3.86	-2.28	58
SCLXW	"[""SCLX"", ""SCLXW""]"	nGNXF8b4d	2026-06-04 09:00:00.904	Scilex Holding Company (“Scilex”) Announces a Payment Date of June 15, 2026 for the Previously Announced Dividend of Semnur Pharmaceuticals, Inc. Common Stock to Holders of Scilex Common Stock and other Eligible Equity Securities	Globe Newswire	5.1865	NASDAQ	2026-06-04 09:00:00.975285	0.1602	0.0296	0.8102	0.1305	positive	NO:sentiment_score	0.1839	0.2048	0.1296	0.3851	0.1259	2026-06-04 09:00:04.612197													40
SCLX	"[""SCLX"", ""SCLXW""]"	nGNXF8b4d	2026-06-04 09:00:00.904	Scilex Holding Company (“Scilex”) Announces a Payment Date of June 15, 2026 for the Previously Announced Dividend of Semnur Pharmaceuticals, Inc. Common Stock to Holders of Scilex Common Stock and other Eligible Equity Securities	Globe Newswire	7.0	NASDAQ	2026-06-04 09:00:00.982790	0.1602	0.0296	0.8102	0.1305	positive	NO:sentiment_score	0.1839	0.2048	0.1296	0.3851	0.1259	2026-06-04 09:00:04.612321											4.78	7.17	40
III	"[""III""]"	nBw7C0RtHa	2026-06-04 09:00:05.407	ISG to Study Amazon Connect Ecosystem Providers	Business Wire	33.4	NASDAQ	2026-06-04 09:00:05.420348	0.1957	0.0129	0.7914	0.1829	positive	NO:sentiment_score	0.3874	0.4901	0.3726	0.7276	0.3562	2026-06-04 09:00:06.000706											4.43	2.31	50
RGP	"[""RGP""]"	nBw2qDyTva	2026-06-04 09:00:06.220	RGP Announces Promotion of Rebecca Cottrell to Chief Legal Officer	Business Wire	31.6	NASDAQ	2026-06-04 09:00:06.252529	0.1028	0.054	0.8432	0.0489	neutral	NO:sentiment_score	0.4141	0.5154	0.346	0.7883	0.3596	2026-06-04 09:00:06.867285											4.64	5.45	50
SOAR	"[""SOAR""]"	nBw9ltnCqa	2026-06-04 09:00:08.221	Volato Group Announces NYSE American Acceptance of Compliance Plan	Business Wire	27.46	NYSE AMERICAN	2026-06-04 09:00:08.240407	0.258	0.0702	0.6718	0.1877	positive	NO:sentiment_score	0.3829	0.4953	0.3664	0.7743	0.3296	2026-06-04 09:00:08.679650											0.4	14.29	50
EHTH	"[""EHTH""]"	nPn2qbtCBa	2026-06-04 09:00:13.549	eHealth and Nexben Partner to Expand ICHRA Opportunities for Health Benefit Brokers, Employers, and Employees	PR Newswire	28.39	NASDAQ	2026-06-04 09:00:13.595002	0.688	0.0096	0.3024	0.6784	positive	YES	0.3511	0.4182	0.3059	0.6898	0.3915	2026-06-04 09:00:14.519472											1.6	9.59	58
MEHA	"[""MEHA""]"	nNFCPrJmT	2026-06-04 09:00:13.206	Functional Brands Inc. Enters BullionFX | Alchemy Acquisition From a Position of Improving Financial Strength	Newsfile Corp	36.55	NASDAQ	2026-06-04 09:00:13.322723	0.8706	0.0117	0.1177	0.8589	positive	YES	0.4834	0.5769	0.4193	0.853	0.3295	2026-06-04 09:00:14.757363											0.09	28.57	62
AMIX	"[""AMIX""]"	nGNX5D9Vcc	2026-06-04 09:05:00.240	"Autonomix Medical Highlights Clinical Data Presented at Society of Surgical Oncology Annual Meeting in Virtual Investor ""What This Means"" Segment Featuring City of Hope Chief of Medicine"	Globe Newswire	10.88	NASDAQ	2026-06-04 09:05:00.270776	0.1142	0.0608	0.825	0.0535	positive	NO:sentiment_score	0.179	0.1154	0.1253	0.3337	0.1574	2026-06-04 09:05:00.996088											0.41	5.13	47
UPLD	"[""UPLD""]"	nBwbxMsH5a	2026-06-04 09:05:00.339	Upland Announces Board’s Approval of Reverse Stock Split Ratio	Business Wire	20.57	NASDAQ	2026-06-04 09:05:00.350769	0.23	0.071	0.6991	0.159	positive	NO:sentiment_score	0.1839	0.195	0.1076	0.3543	0.1227	2026-06-04 09:05:01.237924											8.5	0.59	50
GELS	"[""GELS""]"	nGNX4g3Vqw	2026-06-04 09:08:14.205	Gelteq Establishes Center of Excellence in China to Accelerate Product Development and Commercial Expansion	Globe Newswire	5.62	NASDAQ	2026-06-04 09:08:14.237209	0.8281	0.0091	0.1629	0.819	positive	YES	0.5088	0.5572	0.3458	0.7983	0.452	2026-06-04 09:08:14.807437											0.58	18.37	50
SUPX	"[""SUPX""]"	nPNAlKRtta	2026-06-04 09:10:00.511	SuperX Launches First U.S. AI Inference Cloud Hub, Strengthening North American AI Service Capabilities	PR Newswire	8.69	NASDAQ	2026-06-04 09:10:00.534907	0.8765	0.0133	0.1103	0.8632	positive	YES	0.5199	0.5671	0.356	0.8238	0.4495	2026-06-04 09:10:01.172201											10.55	7.98	58
BOXL	"[""BOXL""]"	nBw1KnrM8a	2026-06-04 09:11:00.298	Boxlight Brings Symphony to Every Space With the New Symphonic Series	Business Wire	3.7	NASDAQ	2026-06-04 09:11:00.320424	0.2432	0.0175	0.7393	0.2257	positive	NO:sentiment_score	0.2167	0.2242	0.1326	0.3905	0.1086	2026-06-04 09:11:00.825196													50
VTIX	"[""VTIX""]"	nGNXw8Tf9	2026-06-04 09:15:00.311	Virtuix to Highlight AI-Driven Growth Across Consumer XR and Defense Simulation Markets at June Investor Conferences	Globe Newswire	14.99	NASDAQ	2026-06-04 09:15:00.334715	0.4711	0.0129	0.5159	0.4582	positive	YES	0.4201	0.3927	0.1723	0.6863	0.2154	2026-06-04 09:15:01.163621											3.92	10.42	58
LGVN	"[""LGVN""]"	nGNXcdZvzQ	2026-06-04 09:15:00.428	Longeveron to Present at BIO International Convention 2026	Globe Newswire	24.63	NASDAQ	2026-06-04 09:15:00.460780	0.092	0.023	0.885	0.0691	positive	NO:sentiment_score	0.423	0.5156	0.3492	0.7843	0.3639	2026-06-04 09:15:01.468783											0.83	6.41	50
IPW	"[""IPW""]"	nGNX8cls8j	2026-06-04 09:20:00.274	iPower Completes Initial $1 Million USD.AI Purchase to Advance AI Infrastructure Strategy	Globe Newswire	0.29	NASDAQ	2026-06-04 09:20:00.289510	0.4268	0.011	0.5622	0.4159	positive	YES	0.4381	0.5116	0.3086	0.7212	0.3525	2026-06-04 09:20:00.779856											4.38	25.5	84
COSM	"[""COSM""]"	nGNX58jnJh	2026-06-04 09:25:00.280	Cosmos Health Identifies Approximately $20 Million in Non-Core Assets Available for Monetization to Accelerate Growth and Unlock Shareholder Value	Globe Newswire	33.22	NASDAQ	2026-06-04 09:25:00.300411	0.7187	0.0086	0.2727	0.71	positive	YES	0.3677	0.4341	0.2709	0.709	0.3238	2026-06-04 09:25:00.955741											0.28	12.0	68
DXST	"[""DXST""]"	nGNX8gG3xy	2026-06-04 09:30:00.494	Decent Holding Reports Preliminary Unaudited RMB 55.1 Million Revenue and 387 New Community Locations Through May 2026; Advances an AI-Powered AgeTech Ecosystem	Globe Newswire	1.22	NASDAQ	2026-06-04 09:30:00.522642	0.3686	0.0099	0.6215	0.3587	positive	NO:sentiment_score	0.4133	0.5454	0.4133	0.8003	0.4523	2026-06-04 09:30:00.958296											7.2	52.54	76
