Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	positive	negative	neutral	sentiment_score	label	Trades/sec	Trigger	Exchange	DailyHigh($)	DailyHigh(%)	FinBERTCompletedAt	body_sentiment	BodyCompletedAt	body_duration_ms	neutral_filter	confidence_weighted	net_score	top_k	positional	recommended
TTEC	"[""TTEC""]"	nGNX1HFDRl	2026-05-07 16:05:13	TTEC Announces First Quarter 2026 Financial Results and Reiterates Outlook for Full Year 2026	Globe Newswire	19.94	0.0994	0.0612	0.8394	0.0382	neutral		NO:sentiment_score	NASDAQ	3.11	5.07	2026-05-07 16:05:13				-0.0249	-0.0205	-0.0161	0.0005	-0.0129	-0.0244
JYNT	"[""JYNT""]"	nGNXb14Hqp	2026-05-07 16:05:14	The Joint Corp. Reports First Quarter 2026 Financial Results	Globe Newswire	12.17	0.0816	0.0634	0.855	0.0182	neutral		NO:sentiment_score	NASDAQ	8.9	1.14	2026-05-07 16:05:14				0.365	0.4854	0.2142	0.5829	0.1958	0.5554
TELA	"[""TELA""]"	nGNX3ZbZ9l	2026-05-07 16:05:14	TELA Bio Announces Inducement Grants Under Nasdaq Listing Rule 5635(c)(4)	Globe Newswire	32.55	0.122	0.0226	0.8554	0.0994	positive		YES	NASDAQ	1.14	15.15	2026-05-07 16:05:14				0.3109	0.3393	0.1816	0.3109	0.2205	0.4305
OPRT	"[""OPRT""]"	nGNX5l04G6	2026-05-07 16:05:15	Oportun Reports First Quarter 2026 Results; Extends GAAP Profitability Streak	Globe Newswire	36.73	0.9297	0.0143	0.056	0.9154	positive		YES	NASDAQ	5.96	2.58	2026-05-07 16:05:15				0.0021	-0.0265	-0.0004	0.0266	0.0348	-0.0298
MSAI	"[""MSAI""]"	nNFC30kjSn	2026-05-07 16:05:16	MultiSensor AI to Announce First Quarter 2026 Results	Newsfile Corp	1.73	0.0753	0.0409	0.8839	0.0344	neutral		NO:sentiment_score	NASDAQ	6.99	12.92	2026-05-07 16:05:16				0.0361	0.0291	0.0241	0.0241	0.0265	0.0361
CIA	"[""CIA""]"	nNFC27fSzX	2026-05-07 16:05:17	Citizens, Inc. Reports First Quarter 2026 Financial Results	Newsfile Corp	44.47	0.1193	0.1559	0.7249	-0.0366	neutral		NO:sentiment_score	NYSE	5.74	2.14	2026-05-07 16:05:17				0.4503	0.6039	0.3635	0.8147	0.0455	0.6277
PHIO	"[""PHIO""]"	nNFC3snJJK	2026-05-07 16:05:20	Phio Pharmaceuticals Reports First Quarter 2026 Financial Results and Business Update	Newsfile Corp	10.38	0.0771	0.0664	0.8565	0.0108	neutral		NO:sentiment_score	NASDAQ	1.17	0.0	2026-05-07 16:05:20				0.1549	0.1858	0.1245	0.325	0.2474	0.2016
INTS	"[""INTS""]"	nPnbRhMP0a	2026-05-07 16:06:30	Intensity Therapeutics Reports First Quarter 2026 Financial Results and Provides Corporate Update	PR Newswire	2.32	0.0801	0.0387	0.8812	0.0414	neutral		NO:sentiment_score	NASDAQ	5.33	5.75	2026-05-07 16:06:30				0.0552	0.0222	0.0323	0.0452	0.1724	0.025
EZRA	"[""EZRA""]"	nGNX4pMN0F	2026-05-07 16:08:37	Reliance Global Group Reports First Quarter 2026 Results and Advances Scale51 Strategy Through Targeted Technology and Life Sciences Investments	Globe Newswire	7.47	0.6476	0.0104	0.342	0.6372	positive		YES	NASDAQ	7.6	7.04	2026-05-07 16:08:37				0.3672	0.3713	0.3113	0.7762	0.4764	0.3831
GROV	"[""GROV""]"	nBw8JLQnTa	2026-05-07 16:10:00	Grove Announces First Quarter 2026 Financial Results	Business Wire	30.25	0.166	0.1447	0.6893	0.0213	neutral		NO:sentiment_score	NYSE	1.3	7.44	2026-05-07 16:10:00				0.0911	0.0686	0.0524	0.1138	0.0393	0.1049
ROC	"[""ROC""]"	nGNX8fF9tl	2026-05-07 16:15:00	ROC Announces First Quarter 2026 Financial Results Release Date and Conference Call	Globe Newswire	5.45	0.0455	0.063	0.8915	-0.0175	neutral		NO:sentiment_score	NASDAQ	6.2	2.48	2026-05-07 16:15:00				0.0637	0.0623	0.0637	0.0637	0.0628	0.0623
MBI	"[""MBI""]"	nBwch3bTxa	2026-05-07 16:15:00	MBIA Inc. Reports First Quarter 2026 Financial Results	Business Wire	45.15	0.0964	0.1171	0.7865	-0.0207	neutral		NO:sentiment_score	NYSE	6.55	7.38	2026-05-07 16:15:00				0.0022	0.0229	0.0241	0.0241	0.0212	0.0022
AQMS	"[""AQMS""]"	nGNXbb8SyG	2026-05-07 16:15:00	Aqua Metals to Announce First Quarter 2026 Financial Results and Host Investor Conference Call on May 14, 2026	Globe Newswire	2.64	0.1079	0.0183	0.8738	0.0896	positive		YES	NASDAQ	5.61	0.18	2026-05-07 16:15:00				0.3394	0.2889	0.1795	0.1795	0.1716	0.3394
EARN	"[""EARN""]"	nBwShgqga	2026-05-07 16:15:01	Ellington Credit Declares Monthly Common Dividend	Business Wire	37.16	0.063	0.0364	0.9006	0.0265	neutral		NO:sentiment_score	NYSE Arca	4.92	1.44	2026-05-07 16:15:01									
GNLX	"[""GNLX""]"	nGNX5NVylw	2026-05-07 16:15:01	Genelux Corporation Reports First Quarter Financial Results and Provides Business Updates	Globe Newswire	39.94	0.0524	0.023	0.9246	0.0294	neutral		NO:sentiment_score	NASDAQ	2.94	7.69	2026-05-07 16:15:01				0.3966	0.4651	0.2677	0.6903	0.4486	0.5116
PAL	"[""PAL""]"	nGNX3VmL66	2026-05-07 16:15:01	Proficient Auto Logistics Reports First Quarter 2026 Financial Results	Globe Newswire	24.11	0.1547	0.0955	0.7498	0.0592	positive		YES	NASDAQ	7.63	4.23	2026-05-07 16:15:01				-0.0297	-0.0297	-0.0297	-0.0297	-0.0297	-0.0297
TTGT	"[""TTGT""]"	nBw6SlCkba	2026-05-07 16:15:01	Informa TechTarget Reports First Quarter 2026 Results	Business Wire	29.15	0.0551	0.0491	0.8959	0.006	neutral		NO:sentiment_score	NASDAQ	6.7	12.61	2026-05-07 16:15:01				0.2405	0.3203	0.129	0.7201	0.4698	0.4089
III	"[""III""]"	nBw71F10ca	2026-05-07 16:15:01	Information Services Group Announces First-Quarter 2026 Results	Business Wire	33.28	0.0582	0.0904	0.8514	-0.0323	neutral		NO:sentiment_score	NASDAQ	4.5	7.91	2026-05-07 16:15:01				0.0434	0.0368	0.0319	0.0535	0.043	0.0448
CHMI	"[""CHMI""]"	nBw5yzGbFa	2026-05-07 16:15:01	Cherry Hill Mortgage Investment Corporation Announces First Quarter 2026 Results	Business Wire	36.38	0.0614	0.0582	0.8804	0.0032	neutral		NO:sentiment_score	NYSE	2.62	1.95	2026-05-07 16:15:01				0.3553	0.4192	0.1615	0.2534	0.172	0.526
ABX	"[""ABX""]"	nGNX9kjHWM	2026-05-07 16:15:02	Abacus Global Management, Inc. Reports First Quarter 2026 Results	Globe Newswire	35.34	0.0514	0.0596	0.889	-0.0082	neutral		NO:sentiment_score	NYSE	10.25	7.22	2026-05-07 16:15:02				0.1307	0.1307	0.1307	0.1307	0.1307	0.1307
ALTG	"[""ALTG""]"	nGNX9ZKpDL	2026-05-07 16:15:02	Alta Equipment Group Announces First Quarter 2026 Financial Results	Globe Newswire	19.12	0.1119	0.0984	0.7897	0.0135	neutral		NO:sentiment_score	NYSE	8.69	4.07	2026-05-07 16:15:02				0.0775	0.0491	0.041	0.0581	0.0453	0.0719
DTI	"[""DTI""]"	nPnb9mPv0a	2026-05-07 16:15:03	Drilling Tools International Corp. Reports 2026 First Quarter Results	PR Newswire	21.48	0.0628	0.0487	0.8885	0.0141	neutral		NO:sentiment_score	NASDAQ	3.42	0.59	2026-05-07 16:15:03				-0.0026	0.0131	0.0082	0.1045	0.125	0.0088
CLAR	"[""CLAR""]"	nGNX2yd2Df	2026-05-07 16:15:04	Clarus Reports First Quarter 2026 Results	Globe Newswire	29.2	0.0741	0.0435	0.8824	0.0306	neutral		NO:sentiment_score	NASDAQ	3.15	7.14	2026-05-07 16:15:04				0.0232	-0.0183	0.0282	0.219	0.3542	-0.0296
REVB	"[""REVB""]"	nACSt31L1a	2026-05-07 16:16:13	Revelation Biosciences, Inc. Announces Financial Results For the Three Months Ended March 31, 2026	ACCESSWIRE	3.54	0.0849	0.1249	0.7902	-0.0399	neutral		NO:sentiment_score	NASDAQ	1.06	3.92	2026-05-07 16:16:13				0.0	0.0151	0.0106	0.0135	-0.0051	0.0
KORE	"[""KORE""]"	nPn84NpCSa	2026-05-07 16:29:00	"SHAREHOLDER ALERT: Levi & Korsinsky, LLP Notifies Investors of an Investigation into KORE Group Holdings, Inc. (""KORE"")."	PR Newswire	3.39	0.152	0.1047	0.7432	0.0473	neutral		NO:sentiment_score	NYSE	9.16	0.11	2026-05-07 16:29:00				0.0075	0.0295	0.035	0.035	0.0323	0.0075
SNES	"[""SNES""]"	nPn4JB3qKa	2026-05-07 16:30:00	SenesTech to Report First Quarter 2026 Financial Results on Tuesday, May 12, 2026	PR Newswire	5.08	0.0535	0.0506	0.8959	0.003	neutral		NO:sentiment_score	NASDAQ	2.07	40.82	2026-05-07 16:30:00				0.2169	0.149	0.1082	0.1645	0.1036	0.2179
DAVA	"[""DAVA"", ""2Y5Y""]"	nBw7fC2ZLa	2026-05-07 16:30:00	Endava to Announce Q3 FY2026 Financial Results on May 21, 2026	Business Wire	42.66	0.1098	0.0388	0.8515	0.071	positive		YES	NYSE	4.21	2.68	2026-05-07 16:30:00				0.0494	0.0494	0.0494	0.0494	0.0494	0.0494
GENK	"[""GENK""]"	nGNX54N	2026-05-07 16:30:00	GEN Restaurant Group to Hold First Quarter 2026 Conference Call on Thursday, May 14, 2026, at 5:00 p.m. ET	Globe Newswire	4.69	0.0331	0.0297	0.9372	0.0034	neutral		NO:sentiment_score	NASDAQ	2.56	12.78	2026-05-07 16:30:00				0.1032	0.0625	0.0503	0.0752	0.0515	0.1038
SCOR	"[""SCOR""]"	nGNX1zDQkh	2026-05-07 16:30:00	Comscore to Announce First Quarter 2026 Financial Results	Globe Newswire	11.21	0.1017	0.0805	0.8179	0.0212	neutral		NO:sentiment_score	NASDAQ	7.2	0.7	2026-05-07 16:30:00				0.3917	0.4227	0.2629	0.449	0.2934	0.4879
MRLN	"[""MRLN""]"	nGNX7yJRGf	2026-05-07 16:30:00	Merlin, Inc. to Report First Quarter 2026 Results on May 14, 2026	Globe Newswire	2.58	0.0552	0.0521	0.8926	0.0031	neutral		NO:sentiment_score	NASDAQ	10.0	6.04	2026-05-07 16:30:00				0.0	0.0139	0.0139	0.0139	0.0139	0.0
XLO	"[""XLO""]"	nGNX29g5YG	2026-05-07 16:30:00	Xilio Therapeutics Announces Inducement Grants Under  Nasdaq Listing Rule 5635(c)(4)	Globe Newswire	3.04	0.1651	0.0136	0.8213	0.1514	positive		YES	NASDAQ	7.99	1.14	2026-05-07 16:30:00				0.3126	0.3713	0.2543	0.3126	0.2887	0.4023
INAB	"[""INAB""]"	nGNX3z8qMs	2026-05-07 16:30:00	IN8bio Reports First Quarter 2026 Financial Results and Recent Business Highlights	Globe Newswire	7.65	0.0981	0.045	0.8569	0.0532	positive		YES	NASDAQ	1.66	5.06	2026-05-07 16:30:00				0.2893	0.47	0.2893	0.4386	0.3017	0.47
HTOO	"[""HTOO""]"	nGNX8MTJxh	2026-05-07 16:30:00	Fusion Fuel Reports Revenue Growth to €14.4 Million in Fiscal Year 2025 and Provides Business Update	Globe Newswire	2.27	0.5597	0.0118	0.4284	0.5479	positive		YES	NASDAQ	4.29	25.44	2026-05-07 16:30:00				0.472	0.5675	0.3467	0.3467	0.187	0.6244
IMCC	"[""IMCC""]"	nPn8TnZc4a	2026-05-07 16:30:00	IM Cannabis Raised US$550,000 of Gross Proceeds in Convertible Note Financings	PR Newswire	1.8	0.5592	0.0141	0.4267	0.5452	positive		YES	NASDAQ	0.27	3.85	2026-05-07 16:30:01				0.1253	0.1106	0.0694	0.1253	0.373	0.1293
MERC	"[""MERC""]"	nGNX6l8g0f	2026-05-07 16:30:01	Mercer International Inc. Reports First Quarter 2026 Results	Globe Newswire	38.58	0.0609	0.079	0.8601	-0.0181	neutral		NO:sentiment_score	NASDAQ	1.15	3.6	2026-05-07 16:30:01				0.7664	0.6318	0.2918	0.2918	0.7663	0.7664
GEOS	"[""GEOS""]"	nBwbX0xRca	2026-05-07 16:45:00	Geospace Technologies Reports Second Quarter and Six-Months 2026 Results	Business Wire	12.43	0.0529	0.0395	0.9076	0.0135	neutral		NO:sentiment_score	NASDAQ	9.67	4.54	2026-05-07 16:45:00				0.0237	0.0297	0.0306	0.0306	0.0238	0.0237
LTRX	"[""LTRX""]"	nGNX1dmLfD	2026-05-07 17:00:00	Lantronix CEO and CFO to Participate in Needham and Craig-Hallum Conferences	Globe Newswire	34.56	0.0631	0.0152	0.9217	0.0479	neutral		NO:sentiment_score	NASDAQ	6.53	1.87	2026-05-07 17:00:00				0.3198	0.382	0.2135	0.5302	0.2783	0.4291
KOSS	"[""KOSS""]"	nGNX45pGJm	2026-05-07 17:15:00	Koss Corporation Reports Third Quarter Results	Globe Newswire	5.38	0.0965	0.0803	0.8232	0.0163	neutral		NO:sentiment_score	NASDAQ	4.39	2.09	2026-05-07 17:15:00				-0.0057	-0.0011	-0.0057	-0.0057	-0.0021	-0.0011
GBR	"[""GBR""]"	nBw8v1vd1a	2026-05-07 17:15:00	New Concept Energy, Inc. Reports First Quarter 2026 Results	Business Wire	4.73	0.0513	0.0735	0.8751	-0.0222	neutral		NO:sentiment_score	NYSE American	0.81	6.58	2026-05-07 17:15:00									
LAW	"[""LAW""]"	nBw4y11k2a	2026-05-07 17:19:00	DISCO Updates Presentation Date and Format at the 21st Annual Needham Technology, Media, & Consumer Conference	Business Wire	24.57	0.0581	0.0412	0.9007	0.0169	neutral		NO:sentiment_score	NYSE	4.1	4.33	2026-05-07 17:19:00				0.1495	0.0915	0.0655	0.117	0.0664	0.1603
ATII	"[""ATII""]"	nGNX29zSHn	2026-05-07 17:33:56	Archimedes Tech SPAC Partners II Co. Announces Filing of Registration Statement on Form S-4 with the SEC	Globe Newswire	23.31	0.1456	0.0311	0.8233	0.1144	positive		YES	NASDAQ	10.93	0.64	2026-05-07 17:33:56				0.1348	0.1348	0.1348	0.1348	0.1348	0.1348
SCM	"[""SCM""]"	nPn80JqNta	2026-05-07 18:24:10	Stellus Capital Investment Corporation Schedules First Quarter 2026 Financial Results Conference Call	PR Newswire	27.72	0.0596	0.0661	0.8742	-0.0065	neutral		NO:sentiment_score	NYSE	9.76	0.62	2026-05-07 18:24:10				-0.0183	0.0486	0.0491	0.0906	0.0472	-0.0183
GAIA	"[""GAIA""]"	nPn7MBjW8a	2026-05-07 19:01:01	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Gaia, Inc. - GAIA	PR Newswire	17.79	0.0948	0.081	0.8242	0.0138	neutral		NO:sentiment_score	NASDAQ	2.49	-0.4	2026-05-07 19:01:01				-0.0247	-0.0247	-0.0247	-0.0247	-0.0247	-0.0247
GTE	"[""GTE""]"	nGNX6XYh3L	2026-05-07 19:15:00	Gran Tierra Energy Inc. Reports First Quarter 2026 Results	Globe Newswire	33.98	0.0725	0.0563	0.8712	0.0163	neutral		NO:sentiment_score	NYSE American	9.67	11.15	2026-05-07 19:15:00				0.4505	0.6238	0.4007	0.7836	0.5635	0.6409
ELWT	"[""ELWT""]"	nNFCb9X57Z	2026-05-07 19:29:16	ROSEN, A TOP RANKED LAW FIRM, Encourages Elauwit Connection, Inc. Investors to Inquire About Securities Class Action Investigation - ELWT	Newsfile Corp	2.24	0.1653	0.0322	0.8024	0.1331	positive		YES	NASDAQ	8.06	0.62	2026-05-07 19:29:16				-0.0363	-0.0363	-0.0363	-0.0363	-0.0363	-0.0363
GFR	"[""GFR""]"	nNFC13D36k	2026-05-07 19:39:47	Greenfire Resources Reports Voting Results from 2026 Annual Meeting of Shareholders	Newsfile Corp	34.35	0.0602	0.0505	0.8893	0.0096	neutral		NO:sentiment_score	NYSE	5.75	-2.04	2026-05-07 19:39:47				0.0	0.0287	0.0254	0.0254	0.0434	0.0
FCHL	"[""FCHL""]"	nGNXjVXd7	2026-05-08 00:01:00	Wolf Haldenstein Adler Freeman & Herz LLP announces that it has filed a class action lawsuit against Fitness Champs Holdings Ltd (NASDAQ: FCHL)	Globe Newswire	0.35	0.2076	0.4012	0.3912	-0.1936	negative		NO:sentiment_score	NASDAQ	2.39	1.7	2026-05-08 00:01:00				-0.0521	-0.1391	-0.0187	0.529	0.0333	-0.1702
WTF	"[""WTF""]"	nACSMgH0pa	2026-05-08 04:30:00	Previewing the Product Logic Behind Waton’s Next AI Trading Platform	ACCESSWIRE	6.26	0.1284	0.0206	0.8509	0.1078	positive		YES	NASDAQ	4.5	17.8	2026-05-08 04:30:00				0.0	0.0014	0.0017	0.0017	-0.0022	0.0
SHMD	"[""SHMD""]"	nGNX44LXrN	2026-05-08 04:41:25	SCHMID Announces Investor Conference Call and Webcast	Globe Newswire	4.63	0.0904	0.0422	0.8674	0.0481	neutral		NO:sentiment_score	NASDAQ	6.65	21.79	2026-05-08 04:41:25				0.0944	0.0885	0.0848	0.0944	0.1199	0.0937
AIIO	"[""AIIO""]"	nPn33Wfyfa	2026-05-08 05:00:04	Robo.ai Announces Acquisition of Data Processing and Compression Technology Company Neurovia, Building Data Infrastructure for the Machine Economy	PR Newswire	13.53	0.2165	0.0138	0.7697	0.2026	positive		YES	NASDAQ	1.3	58.54	2026-05-08 05:00:04									
CAST	"[""CAST""]"	nBw6Wx9qJa	2026-05-08 06:00:00	FreeCast’s RSN Alternative Offers New Monetization Opportunities for Major League, College, and Semi-Pro Sports	Business Wire	16.31	0.2279	0.01	0.7621	0.2179	positive		YES	NASDAQ	1.99	12.43	2026-05-08 06:00:00				0.2633	0.3408	0.2272	0.4508	0.2385	0.3685
PFSA	"[""PFSA""]"	nGNX3x13CR	2026-05-08 06:00:00	Profusa Receives Favorable Nasdaq Listing Determination	Globe Newswire	4.22	0.9131	0.0185	0.0685	0.8946	positive		YES	NASDAQ	0.53	10.42	2026-05-08 06:00:00				0.2061	0.1778	0.134	0.2061	0.1442	0.2144
YALA	"[""YALA"", ""80QY""]"	nPn1mbgLZa	2026-05-08 06:00:00	Yalla Group Limited to Report First Quarter 2026 Financial Results on May 18, 2026 Eastern Time	PR Newswire	47.6394	0.0452	0.0245	0.9303	0.0207	neutral		NO:sentiment_score	NYSE	7.09	2.31	2026-05-08 06:00:00				0.0219	0.017	0.0294	0.0269	0.0154	0.0016
CNTY	"[""CNTY""]"	nPredDjcna	2026-05-08 06:00:00	Century Casinos, Inc. Announces First Quarter 2026 Results	PR Newswire	24.1	0.0826	0.0938	0.8236	-0.0112	neutral		NO:sentiment_score	NASDAQ	1.58	6.04	2026-05-08 06:00:00									
RMAX	"[""RMAX""]"	nGNX9PHSYb	2026-05-08 06:07:00	$RMAX Investor News: RE/MAX Holdings Announces $13.80 Merger Deal Triggering Investigation into the Board – Contact BFA Law if You Hold Shares	Globe Newswire	15.32	0.1077	0.076	0.8164	0.0317	neutral		NO:sentiment_score	NYSE	11.22	3.51	2026-05-08 06:07:00				0.0915	0.1488	0.0523	0.4039	-0.0001	0.1875
AIRS	"[""AIRS""]"	nGNX61zK92	2026-05-08 06:30:00	AirSculpt Technologies Reports First Quarter Fiscal 2026 Results	Globe Newswire	0.81	0.082	0.0702	0.8477	0.0118	neutral		NO:sentiment_score	NASDAQ	3.9	12.39	2026-05-08 06:30:00				0.0826	0.0827	0.0588	0.0826	0.0703	0.0968
SAFX	"[""SAFX""]"	nACSNnH17a	2026-05-08 06:30:01	XCF Global Highlights Strategic Role of Renewable Fuels in Strengthening U.S. Energy Security	ACCESSWIRE	32.88	0.7232	0.0119	0.2649	0.7113	positive		YES	NASDAQ	0.48	11.63	2026-05-08 06:30:01				0.2779	0.3426	0.1634	0.675	0.5147	0.4002
DIBS	"[""DIBS""]"	nBw4Xcs68a	2026-05-08 07:00:00	1stDibs Reports First Quarter 2026 Financial Results	Business Wire	23.21	0.1027	0.1103	0.787	-0.0076	neutral		NO:sentiment_score	NASDAQ	4.45	-0.22	2026-05-08 07:00:00				0.0006	0.0139	0.0177	0.0177	0.0032	0.0006
HYPD	"[""HYPD""]"	nGNX7pRyxJ	2026-05-08 07:00:00	Hyperion DeFi Announces Closing of Public Offering of Common Stock	Globe Newswire	6.89	0.1277	0.0791	0.7931	0.0486	neutral		NO:sentiment_score	NASDAQ	3.82	7.3	2026-05-08 07:00:00				-0.1007	-0.1007	-0.1007	-0.1007	-0.1007	-0.1007
FCHL	"[""FCHL""]"	nACSS31bwa	2026-05-08 07:00:00	Pomerantz LLP Calls Attention to Class Action Against Fitness Champs Holdings Ltd.  – FCHL	ACCESSWIRE	0.35	0.1711	0.1889	0.64	-0.0178	neutral		NO:sentiment_score	NASDAQ	2.39	1.7	2026-05-08 07:00:00				-0.1939	-0.228	-0.0596	0.11	-0.0689	-0.3161
BOLD	"[""BOLD""]"	nGNX8yh5TX	2026-05-08 07:00:00	Boundless Bio Reports First Quarter 2026 Financial Results and Business Highlights	Globe Newswire	17.16	0.0956	0.043	0.8614	0.0526	positive		YES	NASDAQ	1.55	1.31	2026-05-08 07:00:00				0.2653	0.4084	0.2325	0.6043	0.3389	0.4203
ATRA	"[""ATRA""]"	nACSN9B3sa	2026-05-08 07:00:00	ATRA Shareholders Have Opportunity to Lead Atara Biotherapeutics, Inc. Class Action Lawsuit – Contact Bronstein, Gewirtz and Grossman, LLC Today!	ACCESSWIRE	4.86	0.146	0.0935	0.7605	0.0524	positive		YES	NASDAQ	9.93	16.14	2026-05-08 07:00:00				0.0288	0.0289	0.0249	0.4484	-0.0233	0.0305
LNSR	"[""LNSR""]"	nGNX3x82Tp	2026-05-08 07:00:00	LENSAR® Reports First Quarter 2026 Results and Provides Business Update	Globe Newswire	9.5	0.0548	0.028	0.9173	0.0268	neutral		NO:sentiment_score	NASDAQ	5.96	13.96	2026-05-08 07:00:00				0.2738	0.2738	0.2738	0.2738	0.2738	0.2738
CMCT	"[""CMCT""]"	nBw678L4Xa	2026-05-08 07:00:00	Creative Media & Community Trust Corporation Reports 2026 First Quarter Results	Business Wire	2.64	0.081	0.1045	0.8145	-0.0235	neutral		NO:sentiment_score	NASDAQ	6.52	2.84	2026-05-08 07:00:00				0.0622	0.0622	0.0622	0.0622	0.0622	0.0622
TVRD	"[""TVRD""]"	nGNX4pj6kZ	2026-05-08 07:00:00	Tvardi Therapeutics Announces First Quarter 2026 Results and Provides Business Update	Globe Newswire	6.55	0.1086	0.0206	0.8708	0.0879	positive		YES	NASDAQ	4.31	7.75	2026-05-08 07:00:00				0.1627	0.2081	0.1251	0.2985	0.3259	0.2233
CHOW	"[""CHOW""]"	nACST7XPDa	2026-05-08 07:00:00	CHOW Stockholders Have Opportunity to Lead ChowChow Cloud International Holdings Ltd. Class Action Lawsuit – Contact Bronstein, Gewirtz and Grossman, LLC Today!	ACCESSWIRE	10.64	0.1561	0.0574	0.7865	0.0987	positive		YES	NYSE American	0.43	2.38	2026-05-08 07:00:00				0.016	0.0261	0.0174	0.3292	-0.0286	0.0278
GEMI	"[""GEMI""]"	nACSxpNk1a	2026-05-08 07:00:00	Class Action Litigation Filed by Pomerantz LLP Concerning Gemini Space Station, Inc.  – GEMI	ACCESSWIRE	38.2	0.1495	0.1226	0.728	0.0269	neutral		NO:sentiment_score	NASDAQ	5.0	5.71	2026-05-08 07:00:01				-0.0384	-0.0579	-0.0056	0.809	0.0392	-0.0745
SAGT	"[""SAGT""]"	nGNX2fTGPv	2026-05-08 07:00:01	Sagtec Global Limited Strengthens Smart Property Development Collaboration Following Stateight Sdn Bhd’s Industry Recognition	Globe Newswire	0.34	0.8686	0.0104	0.1209	0.8582	positive		YES	NASDAQ	1.67	8.44	2026-05-08 07:00:01				0.6921	0.6903	0.5348	0.6921	0.6864	0.7214
YOOV	"[""YOOV""]"	nACSK9mhda	2026-05-08 07:00:01	CIGL Shareholders Have Opportunity to Lead Concorde International Group, Ltd. Class Action Lawsuit – Contact Bronstein, Gewirtz and Grossman, LLC Today!	ACCESSWIRE	5.91	0.1581	0.0715	0.7704	0.0866	positive		YES	NASDAQ	1.47	14.84	2026-05-08 07:00:01				0.0301	0.0225	0.0224	0.3341	-0.0208	0.0245
ULBI	"[""ULBI""]"	nGNXbWNLwr	2026-05-08 07:00:01	Ultralife Corporation Reports First Quarter Results	Globe Newswire	9.73	0.0756	0.0501	0.8744	0.0255	neutral		NO:sentiment_score	NASDAQ	6.77	-5.97	2026-05-08 07:00:01				0.1734	0.2374	0.1142	0.356	0.2255	0.2731
AMCX	"[""AMCX""]"	nGNX5CLrdm	2026-05-08 07:00:01	AMC Global Media Inc. Reports First Quarter 2026 Results	Globe Newswire	30.01	0.0588	0.0664	0.8748	-0.0077	neutral		NO:sentiment_score	NASDAQ	8.8	3.9	2026-05-08 07:00:01				0.0956	0.112	0.0956	0.0956	0.0086	0.112
VITL	"[""VITL""]"	nACSF0HTKa	2026-05-08 07:00:02	Pomerantz LLP Issues Important Reminder to Investors in Vital Farms, Inc.  of Class Action Filing – VITL	ACCESSWIRE	36.68	0.2542	0.065	0.6808	0.1891	positive		YES	NASDAQ	9.65	3.21	2026-05-08 07:00:02				-0.2702	-0.3027	-0.1072	0.2646	-0.1075	-0.3659
KPRX	"[""KPRX""]"	nNFC8Qr8q2	2026-05-08 07:00:19	Kiora Pharmaceuticals Reports First Quarter 2026 Financial Results and Provides Corporate Update	Newsfile Corp	3.6	0.0699	0.0369	0.8932	0.033	neutral		NO:sentiment_score	NASDAQ	2.71	11.52	2026-05-08 07:00:19									
TMCI	"[""TMCI""]"	nGNX9pVkSH	2026-05-08 07:05:00	Treace Medical Concepts Reports First Quarter 2026 Financial Results	Globe Newswire	49.06	0.1388	0.1083	0.7528	0.0305	neutral		NO:sentiment_score	NASDAQ	2.23	14.95	2026-05-08 07:05:00				0.0353	0.0353	0.0353	0.0353	0.0353	0.0353
IBIO	"[""IBIO""]"	nGNX1w1LPk	2026-05-08 07:15:00	iBio Appoints Distinguished Biotech Leader, Elizabeth Stoner, to its Board of Directors	Globe Newswire	33.47	0.4572	0.0185	0.5244	0.4387	positive		YES	NASDAQ	1.75	4.79	2026-05-08 07:15:00				0.2192	0.2192	0.2192	0.2192	0.2192	0.2192
EXOD	"[""EXOD""]"	nGNXbYj2l	2026-05-08 07:25:00	Exodus Launches XO Cash as the First Stablecoin Built for AI Agents	Globe Newswire	4.06	0.3325	0.0124	0.6551	0.3201	positive		YES	NYSE American	8.77	15.7	2026-05-08 07:25:00				0.1422	0.1286	0.0837	0.4201	0.1238	0.1622
VTGN	"[""VTGN""]"	nBw7sLn3qa	2026-05-08 07:30:00	Vistagen Announces Completion of Last Patient Visit in PALISADE-4 Phase 3 Public Speaking Challenge Study of Fasedienol for Acute Treatment of Social Anxiety Disorder	Business Wire	33.78	0.3934	0.0548	0.5518	0.3387	positive		YES	NASDAQ	0.64	6.67	2026-05-08 07:30:00				0.3432	0.3391	0.2315	0.2315	0.2561	0.37
PSTV	"[""PSTV""]"	nGNX8HMHgr	2026-05-08 07:30:00	Plus Therapeutics Announces Oral Presentation Highlighting REYOBIQ™ Clinical and Translational Data Demonstrating Favorable Safety, Survival, and Emerging Immunomodulation in Leptomeningeal Metastases	Globe Newswire	6.82	0.7965	0.0303	0.1732	0.7662	positive		YES	NASDAQ	6.36	7.8	2026-05-08 07:30:00				0.2924	0.2942	0.2924	0.2924	0.2596	0.2942
